SampleID Latitude Longitude Group note
RP180 unknown unknown NA excluded_from_data_analyes
XX004 38.813730 -106.396570 NA excluded_from_data_analyes
RP182 unknown unknown NA excluded_from_data_analyes
RP467 44.411030 -112.001280 NA excluded_from_data_analyes
RP198 44.421000 -112.876000 NA excluded_from_data_analyes
RP018 44.453000 -112.916300 NA excluded_from_data_analyes
RP442 44.464200 -111.998530 NA excluded_from_data_analyes
RP466 44.490630 -111.654570 NA excluded_from_data_analyes
RP441 44.493550 -111.767300 NA excluded_from_data_analyes
RP084 44.523000 -112.192500 NA excluded_from_data_analyes
RP215 44.556000 -112.639000 NA excluded_from_data_analyes
RP463 44.569920 -112.020600 NA excluded_from_data_analyes
RP465 44.601970 -111.496800 NA excluded_from_data_analyes
RP444 44.675770 -111.276980 NA excluded_from_data_analyes
RP459 44.862220 -111.621930 NA excluded_from_data_analyes
RP457 44.884030 -111.752620 NA excluded_from_data_analyes
RP456 44.898120 -111.780120 NA excluded_from_data_analyes
XX064 44.956270 -111.859980 NA excluded_from_data_analyes
XX059 45.072133 -114.085823 NA excluded_from_data_analyes
RP449 45.141950 -111.834970 NA excluded_from_data_analyes
RP209 45.537000 -113.829100 NA excluded_from_data_analyes
RP211 45.541000 -113.826500 NA excluded_from_data_analyes
RP218 45.634000 -112.925000 NA excluded_from_data_analyes
RP097 45.853000 -113.438500 NA excluded_from_data_analyes
RP158 45.870000 -113.226400 NA excluded_from_data_analyes
RP270b 44.300750 -107.305780 NA excluded_from_data_analyes
RP670b 37.999050 -111.794770 NA excluded_from_data_analyes
RP669b 38.478780 -111.459550 NA excluded_from_data_analyes
RP668b 38.014300 -111.761620 NA excluded_from_data_analyes
RP365b 38.662600 -112.275270 NA excluded_from_data_analyes
