Taxon_name,Pop_ID,Sample_name,Country,Pool_Size,Lat,Long,Alt,Author,Data_type,VCF,Notes:
Populus trichocarpa,DL,Ptrichocharpa_DL05,,,50.39,-122.35,1132,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL06,,,50.39,-122.35,1132,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL07,,,50.39,-122.35,1129,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL08,,,50.39,-122.35,1129,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL09,,,50.39,-122.35,1136,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL10,,,50.39,-122.37,1148,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL11,,,50.39,-122.35,1132,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL12,,,50.39,-122.37,1142,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL13,,,50.39,-122.35,1137,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL14,,,50.39,-122.37,1142,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL15,,,50.39,-122.36,1129,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL16,,,50.39,-122.37,1145,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL17,,,50.39,-122.37,1143,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL18,,,50.39,-122.37,1145,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,DL,Ptrichocharpa_DL19,,,50.39,-122.35,1161,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,EL,Ptrichocharpa_EL00,,,50.25,-123.58,305,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,FN,Ptrichocharpa_FN00,,,49.52,-124.85,46,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GF,Ptrichocharpa_GF00,,,39.29,-120.78,1771,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GF,Ptrichocharpa_GF01,,,39.29,-120.78,1771,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GF,Ptrichocharpa_GF02,,,39.29,-120.78,1771,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GF,Ptrichocharpa_GF04,,,39.29,-120.78,1771,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GF,Ptrichocharpa_GF05,,,39.29,-120.78,1771,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GF,Ptrichocharpa_GF06,,,39.29,-120.78,1771,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GF,Ptrichocharpa_GF07,,,39.29,-120.78,1771,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GF,Ptrichocharpa_GF08,,,39.29,-120.78,1771,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GF,Ptrichocharpa_GF09,,,39.29,-120.78,1771,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GL,Ptrichocharpa_GL00,,,49.87,-122.45,366,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GL,Ptrichocharpa_GL01,,,50.1,-123,366,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW19,,,44.42,-123.33,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW23,,,44.42,-123.33,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW54,,,44.42,-123.33,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW11,,,45.32,-122.57,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW16,,,45.32,-122.57,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW20,,,45.32,-122.57,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW21,,,45.32,-122.57,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW22,,,45.32,-122.57,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW27,,,45.32,-122.57,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW52,,,45.32,-122.57,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW01,,,45.58,-121.92,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW03,,,45.58,-121.92,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW10,,,45.58,-121.92,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW30,,,45.58,-121.92,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW40,,,45.58,-121.92,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW04,,,45.75,-122.75,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW05,,,45.75,-122.75,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW06,,,45.75,-122.75,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW14,,,45.75,-122.75,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW38,,,45.75,-122.75,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW09,,,46.33,-122.67,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW13,,,46.33,-122.67,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW28,,,46.33,-122.67,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW31,,,46.33,-122.67,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW32,,,46.33,-122.67,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW42,,,46.33,-122.67,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW45,,,46.33,-122.67,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW33,,,47.07,-122.7,93,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW35,,,47.07,-122.7,93,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW51,,,47.07,-122.7,93,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW58,,,47.07,-122.7,93,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW59,,,47.07,-122.7,93,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW60,,,47.07,-122.7,93,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW61,,,47.07,-122.7,93,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW62,,,47.07,-122.7,93,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW95,,,47.12,-122.2,61,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW48,,,47.53,-121.58,273,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW49,,,47.53,-121.58,273,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW50,,,47.53,-121.58,273,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW47,,,48.72,-121.2,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW64,,,48.72,-121.2,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW65,,,48.72,-121.2,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW66,,,48.72,-121.2,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW68,,,48.72,-121.2,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW69,,,48.72,-121.2,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW70,,,48.72,-121.2,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW71,,,48.72,-121.2,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,GW,Ptrichocharpa_GW72,,,48.72,-121.2,91,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HA,Ptrichocharpa_HA05,,,49.77,-122.22,64,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HA,Ptrichocharpa_HA08,,,49.77,-122.22,64,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HA,Ptrichocharpa_HA00,,,50.03,-122.53,213,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HB,Ptrichocharpa_HB02,,,40.72,-124.22,0,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HB,Ptrichocharpa_HB04,,,40.72,-124.22,0,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HB,Ptrichocharpa_HB06,,,40.72,-124.22,0,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HB,Ptrichocharpa_HB08,,,40.72,-124.22,0,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HB,Ptrichocharpa_HB09,,,40.72,-124.22,0,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE00,,,49.28,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE01,,,49.28,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE04,,,49.28,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE05,,,49.28,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE08,,,49.28,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE10,,,49.28,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE11,,,49.28,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE12,,,49.29,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE14,,,49.29,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE15,,,49.29,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE16,,,49.29,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE17,,,49.29,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE18,,,49.29,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HE,Ptrichocharpa_HE19,,,49.29,-123.67,33,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HL,Ptrichocharpa_HL00,,,44.42,-123.33,300,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HL,Ptrichocharpa_HL01,,,44.42,-123.33,300,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HL,Ptrichocharpa_HL03,,,44.42,-123.33,300,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HM,Ptrichocharpa_HM00,,,50.93,-124.85,46,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HM,Ptrichocharpa_HM04,,,50.95,-124.9,37,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HM,Ptrichocharpa_HM09,,,51.23,-124.95,88,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HM,Ptrichocharpa_HM14,,,51.28,-124.83,152,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HP,Ptrichocharpa_HP00,,,49.4,-121.55,500,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HP,Ptrichocharpa_HP03,,,49.43,-121.43,61,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HP,Ptrichocharpa_HP06,,,49.43,-121.43,61,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HP,Ptrichocharpa_HP07,,,49.43,-121.43,61,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HR,Ptrichocharpa_HR01,,,49.23,-121.85,30,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HR,Ptrichocharpa_HR04,,,49.28,-121.95,40,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HZ,Ptrichocharpa_HZ00,,,55.22,-127.67,238,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,HZ,Ptrichocharpa_HZ02,,,55.22,-127.67,238,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,IR,Ptrichocharpa_IR00,,,56.73,-129.73,579,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,JA,Ptrichocharpa_JA00,,,44,-122.92,150,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,JA,Ptrichocharpa_JA03,,,44,-122.92,150,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
Populus trichocarpa,JE,Ptrichocharpa_JE00,,,44.73,-123.08,100,Holliday,Capture,/lu213/james.whiting/RepAdapt/data/VCFs/04_Ptrichocarpa_Holliday_capture/Ptrichocharpa_full_concatened.vcf.gz,
