## METRICS CLASS	picard.analysis.CollectWgsMetricsWithNonZeroCoverage$WgsMetricsWithNonZeroCoverage
CATEGORY	GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
NON_ZERO_REGIONS	240606160	3.34469	6.089772	2	1	0	0.049468	0	0.004956	0.018874	0.034012	0.063954	0.171264	1	0.210118	0.027345	0.008767	0.004987	0.003457	0.002632	0.001797	0.001373	0.001085	0.000879	0.000724	0.00062	0.000554	0.644134	4	Mtruncatula_HM055
WHOLE_GENOME	389016531	26.643781	20.894556	27	10	0	0.030976	0	0.002755	0.013636	0.011529	0.086489	0.145385	0.886211	0.850795	0.819139	0.766423	0.679728	0.557253	0.413693	0.168617	0.059124	0.028661	0.019179	0.01421	0.010977	0.00878	0.868002	9	Mtruncatula_HM056
NON_ZERO_REGIONS	344750606	30.064838	19.743	28	8	0	0.030976	0	0.002755	0.013636	0.011529	0.086489	0.145385	1	0.960037	0.924316	0.864831	0.767005	0.628804	0.466811	0.190267	0.066715	0.032341	0.021641	0.016035	0.012386	0.009908	0.979261	17	Mtruncatula_HM056
WHOLE_GENOME	389016531	3.227187	7.192611	2	2	0	0.032127	0	0.003334	0.032713	0.051679	0.068813	0.188666	0.756988	0.25921	0.0315	0.007216	0.003629	0.002389	0.001798	0.001279	0.001058	0.000944	0.000875	0.000829	0.000799	0.000774	0.513985	3	Mtruncatula_HM057
NON_ZERO_REGIONS	294480890	4.263194	7.995295	3	2	0	0.032127	0	0.003334	0.032713	0.051679	0.068813	0.188666	1	0.342423	0.041613	0.009533	0.004794	0.003156	0.002375	0.001689	0.001397	0.001247	0.001156	0.001096	0.001055	0.001022	0.67667	5	Mtruncatula_HM057
WHOLE_GENOME	389016531	1.836475	4.944382	1	1	0	0.044555	0	0.004387	0.0397	0.09088	0.048175	0.227697	0.66252	0.083548	0.007626	0.002992	0.001877	0.00142	0.001183	0.000941	0.000822	0.000747	0.000688	0.000632	0.000575	0.000516	0.272503	1	Mtruncatula_HM058
NON_ZERO_REGIONS	257731318	2.771953	5.857198	2	1	0	0.044555	0	0.004387	0.0397	0.09088	0.048175	0.227697	1	0.126107	0.011511	0.004515	0.002833	0.002144	0.001785	0.001421	0.001241	0.001127	0.001039	0.000954	0.000867	0.000778	0.407755	2	Mtruncatula_HM058
WHOLE_GENOME	389016531	3.238494	6.876268	2	2	0	0.036657	0	0.002565	0.018447	0.10053	0.044991	0.203191	0.738388	0.25744	0.040802	0.010355	0.005153	0.003335	0.002448	0.001631	0.001259	0.001063	0.000951	0.000878	0.000822	0.000777	0.523181	3	Mtruncatula_HM059
NON_ZERO_REGIONS	287245106	4.385898	7.68135	3	2	0	0.036657	0	0.002565	0.018447	0.10053	0.044991	0.203191	1	0.348652	0.055258	0.014024	0.006978	0.004516	0.003315	0.002208	0.001705	0.00144	0.001287	0.001189	0.001113	0.001052	0.707339	5	Mtruncatula_HM059
WHOLE_GENOME	389016531	2.991078	7.275025	2	2	0	0.037497	0	0.002811	0.015452	0.110687	0.044739	0.211187	0.721708	0.219982	0.034882	0.009638	0.004949	0.003277	0.00245	0.001661	0.001312	0.00112	0.001004	0.000925	0.000867	0.000823	0.500336	3	Mtruncatula_HM060
NON_ZERO_REGIONS	280756259	4.144444	8.279753	3	2	0	0.037497	0	0.002811	0.015452	0.110687	0.044739	0.211187	1	0.304808	0.048332	0.013354	0.006857	0.004541	0.003395	0.002301	0.001818	0.001551	0.001391	0.001282	0.001201	0.00114	0.692124	5	Mtruncatula_HM060
WHOLE_GENOME	389016531	2.859881	6.911006	2	2	0	0.039573	0	0.003788	0.01244	0.044383	0.050914	0.151099	0.71595	0.208899	0.027619	0.007892	0.004261	0.002857	0.002147	0.001478	0.001177	0.001019	0.00092	0.000851	0.000802	0.000764	0.482374	3	Mtruncatula_HM061
NON_ZERO_REGIONS	278516499	3.994525	7.885365	3	2	0	0.039573	0	0.003788	0.01244	0.044383	0.050914	0.151099	1	0.291779	0.038577	0.011023	0.005951	0.003991	0.002999	0.002064	0.001644	0.001423	0.001285	0.001189	0.00112	0.001068	0.672649	5	Mtruncatula_HM061
WHOLE_GENOME	389016531	1.287825	4.295275	1	1	0	0.057302	0	0.005598	0.065259	0.038616	0.037461	0.204237	0.504089	0.052957	0.00695	0.002853	0.001842	0.001408	0.001174	0.000913	0.000768	0.000657	0.000565	0.000483	0.000414	0.000352	0.167709	1	Mtruncatula_HM062
NON_ZERO_REGIONS	196099082	2.554755	5.776049	2	1	0	0.057302	0	0.005598	0.065259	0.038616	0.037461	0.204237	1	0.105055	0.013787	0.005661	0.003654	0.002793	0.00233	0.001812	0.001523	0.001304	0.001121	0.000958	0.000821	0.000699	0.326977	2	Mtruncatula_HM062
WHOLE_GENOME	389016531	0.93635	3.375228	0	0	0	0.055363	0	0.019398	0.034932	0.041294	0.02971	0.180696	0.454359	0.022839	0.002972	0.00152	0.001082	0.000881	0.000765	0.000614	0.000492	0.000383	0.000293	0.00023	0.000195	0.000174	0.121078	1	Mtruncatula_HM063
NON_ZERO_REGIONS	176753190	2.060816	4.770296	1	0	0	0.055363	0	0.019398	0.034932	0.041294	0.02971	0.180696	1	0.050267	0.006541	0.003345	0.002382	0.001938	0.001684	0.001351	0.001082	0.000844	0.000645	0.000506	0.000429	0.000383	0.263064	1	Mtruncatula_HM063
WHOLE_GENOME	389016531	1.599264	4.4398	1	1	0	0.050894	0	0.013289	0.05212	0.041686	0.02939	0.187378	0.577903	0.077188	0.009047	0.003308	0.002014	0.00148	0.001198	0.000921	0.000774	0.000675	0.000597	0.000523	0.000449	0.000386	0.216879	1	Mtruncatula_HM064
NON_ZERO_REGIONS	224813937	2.767356	5.556679	2	1	0	0.050894	0	0.013289	0.05212	0.041686	0.02939	0.187378	1	0.133566	0.015655	0.005725	0.003486	0.002561	0.002073	0.001593	0.00134	0.001168	0.001032	0.000904	0.000777	0.000667	0.370255	2	Mtruncatula_HM064
WHOLE_GENOME	389016531	5.032713	7.953989	4	3	0	0.050423	0	0.006125	0.05638	0.015455	0.056999	0.185383	0.810435	0.451029	0.126427	0.033936	0.013561	0.007664	0.005141	0.002955	0.00204	0.001576	0.001303	0.001124	0.001001	0.000912	0.606383	4	Mtruncatula_HM065
NON_ZERO_REGIONS	315272656	6.20989	8.411541	5	2	0	0.050423	0	0.006125	0.05638	0.015455	0.056999	0.185383	1	0.556527	0.155999	0.041874	0.016733	0.009456	0.006344	0.003646	0.002517	0.001944	0.001607	0.001387	0.001235	0.001125	0.745696	6	Mtruncatula_HM065
WHOLE_GENOME	389016531	1.819542	4.887352	1	1	0	0.04329	0	0.004908	0.014238	0.037703	0.050111	0.15025	0.614118	0.093443	0.009874	0.003645	0.002229	0.001638	0.001324	0.001001	0.000841	0.000743	0.00066	0.000588	0.000519	0.000457	0.390443	2	Mtruncatula_HM066
NON_ZERO_REGIONS	238902082	2.962854	5.958831	2	1	0	0.04329	0	0.004908	0.014238	0.037703	0.050111	0.15025	1	0.152159	0.016078	0.005935	0.00363	0.002668	0.002156	0.001629	0.001369	0.001209	0.001074	0.000957	0.000846	0.000744	0.634413	4	Mtruncatula_HM066
WHOLE_GENOME	389016531	1.324387	4.243422	1	1	0	0.05448	0	0.004991	0.015119	0.039347	0.045234	0.15917	0.514963	0.053916	0.006439	0.002767	0.001766	0.001323	0.001077	0.000784	0.000603	0.000473	0.000382	0.000325	0.00029	0.000268	0.311725	2	Mtruncatula_HM067
NON_ZERO_REGIONS	200329000	2.571811	5.635488	2	1	0	0.05448	0	0.004991	0.015119	0.039347	0.045234	0.15917	1	0.104698	0.012504	0.005372	0.003429	0.002569	0.002092	0.001523	0.00117	0.000919	0.000741	0.000631	0.000563	0.00052	0.603611	4	Mtruncatula_HM067
WHOLE_GENOME	389016531	0.429614	2.438319	0	0	0	0.097715	0	0.005729	0.009116	0.000241	0.034076	0.146876	0.243682	0.007872	0.003945	0.002146	0.001166	0.000746	0.000533	0.000318	0.000229	0.000183	0.000154	0.000134	0.000116	0.000102	0.128626	1	Mtruncatula_HM068
NON_ZERO_REGIONS	94796418	1.763008	4.695464	1	0	0	0.097715	0	0.005729	0.009116	0.000241	0.034076	0.146876	1	0.032306	0.01619	0.008807	0.004785	0.003061	0.002185	0.001304	0.000941	0.000753	0.000633	0.000548	0.000476	0.00042	0.526166	3	Mtruncatula_HM068
WHOLE_GENOME	389016531	1.816057	4.716642	1	1	0	0.046875	0	0.004619	0.013441	0.035892	0.052558	0.153385	0.659126	0.077856	0.00727	0.003039	0.001963	0.001497	0.00123	0.000935	0.000757	0.000618	0.000496	0.000413	0.00036	0.000327	0.412615	2	Mtruncatula_HM069
NON_ZERO_REGIONS	256410835	2.755251	5.582484	2	1	0	0.046875	0	0.004619	0.013441	0.035892	0.052558	0.153385	1	0.118121	0.01103	0.004611	0.002978	0.002271	0.001865	0.001419	0.001149	0.000937	0.000753	0.000627	0.000547	0.000497	0.624652	4	Mtruncatula_HM069
WHOLE_GENOME	389016531	2.805726	7.102843	2	2	0	0.036599	0	0.004206	0.017992	0.030266	0.072411	0.161474	0.717095	0.201111	0.023556	0.006874	0.003827	0.002584	0.001944	0.001357	0.001102	0.000968	0.000887	0.000835	0.000797	0.000769	0.473706	3	Mtruncatula_HM070
NON_ZERO_REGIONS	278961751	3.912629	8.125451	3	1	0	0.036599	0	0.004206	0.017992	0.030266	0.072411	0.161474	1	0.280453	0.032849	0.009585	0.005336	0.003603	0.002711	0.001892	0.001537	0.00135	0.001238	0.001165	0.001112	0.001073	0.659055	5	Mtruncatula_HM070
WHOLE_GENOME	389016531	1.160006	4.266925	0	0	0	0.058049	0	0.007901	0.059377	0.041001	0.031921	0.198248	0.476544	0.041902	0.005699	0.002533	0.001666	0.001279	0.001075	0.000848	0.000719	0.000631	0.000563	0.000502	0.000448	0.000396	0.150507	1	Mtruncatula_HM071
NON_ZERO_REGIONS	185383566	2.434205	5.924856	2	1	0	0.058049	0	0.007901	0.059377	0.041001	0.031921	0.198248	1	0.08793	0.011959	0.005316	0.003496	0.002684	0.002255	0.00178	0.00151	0.001323	0.001182	0.001054	0.00094	0.000832	0.310516	2	Mtruncatula_HM071
WHOLE_GENOME	389016531	2.572601	5.943247	2	2	0	0.049855	0	0.006938	0.020921	0.005437	0.06161	0.144762	0.716416	0.171423	0.01756	0.005641	0.003289	0.002327	0.001827	0.00134	0.001105	0.000967	0.000873	0.000802	0.000742	0.000685	0.453311	3	Mtruncatula_HM072
NON_ZERO_REGIONS	278697490	3.590935	6.756276	3	1	0	0.049855	0	0.006938	0.020921	0.005437	0.06161	0.144762	1	0.239279	0.024511	0.007874	0.004591	0.003248	0.00255	0.001871	0.001542	0.001349	0.001218	0.00112	0.001036	0.000956	0.630502	4	Mtruncatula_HM072
WHOLE_GENOME	389016531	0.396809	2.329091	0	0	0	0.100614	0	0.006284	0.008359	0.000188	0.0563	0.171745	0.23872	0.006347	0.003863	0.002285	0.001408	0.000939	0.000664	0.000383	0.000277	0.000225	0.000192	0.000163	0.000126	0.000093	0.123639	1	Mtruncatula_HM073
NON_ZERO_REGIONS	92865912	1.662238	4.540986	1	0	0	0.100614	0	0.006284	0.008359	0.000188	0.0563	0.171745	1	0.026587	0.016181	0.009571	0.005899	0.003932	0.002783	0.001606	0.001161	0.000945	0.000803	0.000681	0.000529	0.00039	0.516279	3	Mtruncatula_HM073
WHOLE_GENOME	389016531	1.576126	4.771191	1	1	0	0.053083	0	0.006639	0.020047	0.020676	0.058232	0.158678	0.569285	0.071361	0.007813	0.003221	0.002068	0.001558	0.001284	0.000984	0.000815	0.000696	0.000595	0.000512	0.000435	0.000377	0.34109	2	Mtruncatula_HM074
NON_ZERO_REGIONS	221461409	2.768605	6.056892	2	1	0	0.053083	0	0.006639	0.020047	0.020676	0.058232	0.158678	1	0.125352	0.013724	0.005658	0.003632	0.002737	0.002256	0.001728	0.001432	0.001222	0.001044	0.000899	0.000765	0.000662	0.596468	4	Mtruncatula_HM074
WHOLE_GENOME	389016531	4.34198	6.770305	3	3	0	0.044332	0	0.007518	0.067801	0.03461	0.031058	0.18532	0.781679	0.393942	0.092742	0.020767	0.008177	0.004823	0.003359	0.002059	0.001506	0.001212	0.001026	0.000898	0.000798	0.00072	0.5642	4	Mtruncatula_HM075
NON_ZERO_REGIONS	304086228	5.554682	7.204374	5	2	0	0.044332	0	0.007518	0.067801	0.03461	0.031058	0.18532	1	0.503969	0.118645	0.026567	0.010461	0.00617	0.004298	0.002634	0.001926	0.00155	0.001313	0.001149	0.001021	0.000921	0.718611	6	Mtruncatula_HM075
WHOLE_GENOME	389016531	2.90834	6.5214	2	2	0	0.050364	0	0.006174	0.018127	0.083215	0.051323	0.209203	0.715053	0.211672	0.035441	0.009987	0.005078	0.003384	0.002558	0.001768	0.001393	0.001167	0.001021	0.000909	0.000825	0.000758	0.488354	3	Mtruncatula_HM076
NON_ZERO_REGIONS	278167536	4.067306	7.400158	3	2	0	0.050364	0	0.006174	0.018127	0.083215	0.051323	0.209203	1	0.296023	0.049564	0.013967	0.007102	0.004732	0.003578	0.002472	0.001948	0.001632	0.001427	0.001272	0.001154	0.00106	0.681345	5	Mtruncatula_HM076
WHOLE_GENOME	389016531	4.023143	8.048467	3	2	0	0.045998	0	0.006753	0.01727	0.103222	0.059047	0.232291	0.769908	0.329549	0.081766	0.023026	0.00945	0.005431	0.003765	0.002351	0.00175	0.001435	0.001253	0.001129	0.001038	0.000968	0.573339	4	Mtruncatula_HM077
NON_ZERO_REGIONS	299506828	5.225488	8.823508	4	2	0	0.045998	0	0.006753	0.01727	0.103222	0.059047	0.232291	1	0.428037	0.106203	0.029908	0.012274	0.007054	0.00489	0.003054	0.002273	0.001864	0.001627	0.001467	0.001348	0.001257	0.743095	6	Mtruncatula_HM077
WHOLE_GENOME	389016531	2.964582	5.447543	2	2	0	0.04915	0	0.014762	0.091693	0.021109	0.041459	0.218173	0.747767	0.231684	0.023599	0.005722	0.003056	0.002094	0.001613	0.001154	0.000929	0.00078	0.00067	0.000582	0.000509	0.000449	0.463537	3	Mtruncatula_HM078
NON_ZERO_REGIONS	290893806	3.964578	5.976723	3	1	0	0.04915	0	0.014762	0.091693	0.021109	0.041459	0.218173	1	0.309834	0.031559	0.007652	0.004087	0.0028	0.002157	0.001544	0.001243	0.001043	0.000897	0.000778	0.00068	0.0006	0.614133	4	Mtruncatula_HM078
WHOLE_GENOME	389016531	3.044934	6.380258	2	2	0	0.047144	0	0.004514	0.022565	0.019774	0.039992	0.133988	0.698199	0.231645	0.048406	0.013444	0.006132	0.00389	0.002862	0.001899	0.001455	0.001184	0.001003	0.00087	0.000766	0.00068	0.476253	3	Mtruncatula_HM079
NON_ZERO_REGIONS	271610769	4.36113	7.250089	3	2	0	0.047144	0	0.004514	0.022565	0.019774	0.039992	0.133988	1	0.331776	0.06933	0.019255	0.008783	0.005572	0.004099	0.00272	0.002085	0.001696	0.001436	0.001245	0.001098	0.000975	0.68032	5	Mtruncatula_HM079
WHOLE_GENOME	389016531	2.926671	6.654113	2	2	0	0.043958	0	0.003449	0.023887	0.064383	0.02759	0.163267	0.709541	0.214314	0.03545	0.010386	0.005481	0.003652	0.002732	0.001834	0.001419	0.001187	0.00104	0.000936	0.000855	0.000792	0.483224	3	Mtruncatula_HM080
NON_ZERO_REGIONS	276023015	4.124741	7.580299	3	2	0	0.043958	0	0.003449	0.023887	0.064383	0.02759	0.163267	1	0.302046	0.049962	0.014638	0.007725	0.005147	0.003851	0.002585	0.001999	0.001673	0.001465	0.001319	0.001205	0.001116	0.679501	5	Mtruncatula_HM080
WHOLE_GENOME	389016531	3.028874	6.594209	2	2	0	0.048968	0	0.004515	0.027554	0.012291	0.032243	0.12557	0.699592	0.222576	0.049322	0.014982	0.006952	0.004311	0.003095	0.001987	0.001485	0.001207	0.00103	0.000907	0.000815	0.000742	0.469893	3	Mtruncatula_HM081
NON_ZERO_REGIONS	272153011	4.329484	7.518287	3	2	0	0.048968	0	0.004515	0.027554	0.012291	0.032243	0.12557	1	0.31815	0.070501	0.021415	0.009937	0.006163	0.004423	0.00284	0.002123	0.001725	0.001472	0.001296	0.001165	0.00106	0.66972	5	Mtruncatula_HM081
WHOLE_GENOME	389016531	4.54754	6.962097	4	3	0	0.042572	0	0.00483	0.058184	0.004088	0.04131	0.150984	0.7945	0.407496	0.100122	0.025867	0.010686	0.006268	0.004324	0.002584	0.001798	0.00136	0.001082	0.000893	0.000754	0.000648	0.587946	4	Mtruncatula_HM082
NON_ZERO_REGIONS	309073799	5.723773	7.367184	5	2	0	0.042572	0	0.00483	0.058184	0.004088	0.04131	0.150984	1	0.512896	0.126018	0.032558	0.01345	0.00789	0.005442	0.003252	0.002263	0.001712	0.001362	0.001124	0.000949	0.000815	0.737521	6	Mtruncatula_HM082
WHOLE_GENOME	389016531	3.579524	6.548942	2	2	0	0.043854	0	0.004487	0.027106	0.013417	0.030391	0.119255	0.74396	0.289463	0.064876	0.018281	0.008058	0.004812	0.00338	0.002111	0.001544	0.001219	0.001007	0.000859	0.000751	0.000665	0.523681	3	Mtruncatula_HM083
NON_ZERO_REGIONS	289412582	4.81145	7.191787	4	2	0	0.043854	0	0.004487	0.027106	0.013417	0.030391	0.119255	1	0.389084	0.087204	0.024573	0.010832	0.006469	0.004543	0.002838	0.002075	0.001638	0.001353	0.001155	0.00101	0.000894	0.702274	5	Mtruncatula_HM083
WHOLE_GENOME	389016531	0.819757	3.438167	0	0	0	0.046486	0	0.007691	0.016713	0.023248	0.03222	0.126358	0.441843	0.012412	0.001941	0.001045	0.00068	0.00049	0.000388	0.000307	0.000273	0.000253	0.000237	0.000225	0.000215	0.000206	0.238342	1	Mtruncatula_HM084
NON_ZERO_REGIONS	171884301	1.855312	4.983225	1	0	0	0.046486	0	0.007691	0.016713	0.023248	0.03222	0.126358	1	0.028092	0.004394	0.002365	0.001539	0.00111	0.000878	0.000694	0.000617	0.000572	0.000538	0.000509	0.000486	0.000467	0.536356	3	Mtruncatula_HM084
WHOLE_GENOME	389016531	3.354115	6.52593	2	2	0	0.043478	0	0.003373	0.015399	0.007256	0.035654	0.10516	0.734918	0.262348	0.054774	0.015755	0.007195	0.00443	0.003203	0.002057	0.001535	0.001232	0.001037	0.000899	0.000788	0.000698	0.512254	3	Mtruncatula_HM085
NON_ZERO_REGIONS	285895430	4.563928	7.240681	3	2	0	0.043478	0	0.003373	0.015399	0.007256	0.035654	0.10516	1	0.356975	0.074531	0.021437	0.00979	0.006028	0.004358	0.002798	0.002089	0.001676	0.001411	0.001223	0.001072	0.000949	0.696032	5	Mtruncatula_HM085
WHOLE_GENOME	389016531	3.733156	6.800869	3	2	0	0.043521	0	0.004774	0.026604	0.006245	0.034255	0.115399	0.764177	0.305607	0.066516	0.018439	0.008041	0.004772	0.003352	0.002105	0.001558	0.00126	0.00107	0.000936	0.000833	0.00075	0.541286	3	Mtruncatula_HM086
NON_ZERO_REGIONS	297277487	4.885198	7.409255	4	2	0	0.043521	0	0.004774	0.026604	0.006245	0.034255	0.115399	1	0.399917	0.087042	0.024129	0.010522	0.006244	0.004387	0.002755	0.002039	0.001649	0.0014	0.001224	0.00109	0.000982	0.706699	5	Mtruncatula_HM086
WHOLE_GENOME	389016531	3.220573	5.899987	2	2	0	0.046866	0	0.005346	0.021412	0.015239	0.031672	0.120535	0.744698	0.251873	0.044487	0.012087	0.005806	0.003726	0.002719	0.00175	0.0013	0.001036	0.000852	0.00072	0.000619	0.000536	0.511804	3	Mtruncatula_HM087
NON_ZERO_REGIONS	289699640	4.324673	6.478328	3	2	0	0.046866	0	0.005346	0.021412	0.015239	0.031672	0.120535	1	0.338221	0.059739	0.01623	0.007796	0.005003	0.003651	0.00235	0.001746	0.001391	0.001144	0.000967	0.000832	0.00072	0.685679	5	Mtruncatula_HM087
WHOLE_GENOME	389016531	3.810549	6.957622	3	2	0	0.043599	0	0.00425	0.014966	0.009483	0.053013	0.125312	0.769719	0.317001	0.06529	0.017453	0.00799	0.005023	0.003628	0.002316	0.001713	0.001386	0.001169	0.001019	0.000907	0.000816	0.548557	3	Mtruncatula_HM088
NON_ZERO_REGIONS	299433376	4.950573	7.5662	4	2	0	0.043599	0	0.00425	0.014966	0.009483	0.053013	0.125312	1	0.41184	0.084823	0.022675	0.01038	0.006526	0.004713	0.003009	0.002225	0.0018	0.001519	0.001323	0.001178	0.00106	0.711564	5	Mtruncatula_HM088
WHOLE_GENOME	389016531	1.186028	3.963376	1	1	0	0.039796	0	0.003587	0.020352	0.052439	0.039355	0.155529	0.525498	0.035092	0.003898	0.001809	0.001237	0.000984	0.000838	0.000654	0.000518	0.000414	0.000343	0.000292	0.000258	0.000236	0.300098	2	Mtruncatula_HM089
NON_ZERO_REGIONS	204427535	2.256959	5.241683	2	1	0	0.039796	0	0.003587	0.020352	0.052439	0.039355	0.155529	1	0.066779	0.007417	0.003443	0.002354	0.001872	0.001595	0.001244	0.000985	0.000788	0.000652	0.000555	0.000491	0.000449	0.568227	4	Mtruncatula_HM089
WHOLE_GENOME	389016531	2.058679	4.911737	1	1	0	0.040742	0	0.00578	0.023237	0.030736	0.057145	0.157639	0.71148	0.10162	0.008504	0.003147	0.001956	0.001466	0.001207	0.000947	0.000817	0.000728	0.000649	0.000568	0.000486	0.00041	0.438286	3	Mtruncatula_HM091
NON_ZERO_REGIONS	276777646	2.893514	5.611843	2	1	0	0.040742	0	0.00578	0.023237	0.030736	0.057145	0.157639	1	0.142829	0.011952	0.004423	0.002749	0.00206	0.001696	0.001331	0.001148	0.001023	0.000912	0.000798	0.000683	0.000576	0.613552	4	Mtruncatula_HM091
WHOLE_GENOME	389016531	3.137637	7.125736	2	2	0	0.031511	0	0.002256	0.013106	0.10983	0.047391	0.204094	0.769325	0.237068	0.029038	0.007476	0.003916	0.002609	0.001961	0.001368	0.001109	0.000971	0.00089	0.000837	0.0008	0.000772	0.537726	3	Mtruncatula_HM092
NON_ZERO_REGIONS	299280027	4.07843	7.884411	3	1	0	0.031511	0	0.002256	0.013106	0.10983	0.047391	0.204094	1	0.30815	0.037745	0.009718	0.00509	0.003391	0.002548	0.001778	0.001441	0.001263	0.001157	0.001088	0.001039	0.001003	0.697834	5	Mtruncatula_HM092
WHOLE_GENOME	389016531	4.179725	7.417173	3	2	0	0.033483	0	0.002579	0.014219	0.089212	0.031425	0.170918	0.790114	0.365863	0.078918	0.018816	0.008003	0.004848	0.003413	0.002117	0.001559	0.001259	0.001081	0.000966	0.000887	0.000828	0.595126	4	Mtruncatula_HM093
NON_ZERO_REGIONS	307367316	5.29003	7.984672	4	2	0	0.033483	0	0.002579	0.014219	0.089212	0.031425	0.170918	1	0.463051	0.099882	0.023815	0.010129	0.006136	0.004319	0.00268	0.001974	0.001594	0.001369	0.001223	0.001122	0.001047	0.752328	6	Mtruncatula_HM093
WHOLE_GENOME	389016531	1.979105	4.805062	1	1	0	0.043341	0	0.00692	0.016831	0.022684	0.042085	0.131862	0.637229	0.111653	0.011373	0.003884	0.002256	0.001595	0.00126	0.000931	0.000749	0.00061	0.000495	0.000406	0.000349	0.000315	0.407086	2	Mtruncatula_HM095
NON_ZERO_REGIONS	247892570	3.105799	5.721326	2	1	0	0.043341	0	0.00692	0.016831	0.022684	0.042085	0.131862	1	0.175216	0.017848	0.006095	0.00354	0.002504	0.001977	0.001461	0.001176	0.000957	0.000777	0.000637	0.000548	0.000494	0.636691	4	Mtruncatula_HM095
WHOLE_GENOME	389016531	0.986007	4.451782	0	0	0	0.049417	0	0.004631	0.017396	0.050918	0.082882	0.205244	0.464348	0.021895	0.003253	0.001766	0.001302	0.001086	0.000955	0.00081	0.000723	0.000644	0.000573	0.000504	0.000441	0.000385	0.258726	1	Mtruncatula_HM096
NON_ZERO_REGIONS	180639056	2.123423	6.345452	1	0	0	0.049417	0	0.004631	0.017396	0.050918	0.082882	0.205244	1	0.047152	0.007006	0.003804	0.002803	0.002338	0.002058	0.001744	0.001557	0.001386	0.001234	0.001085	0.00095	0.000829	0.554464	4	Mtruncatula_HM096
WHOLE_GENOME	389016531	2.173903	5.032196	1	1	0	0.048119	0	0.004232	0.015279	0.045944	0.066299	0.179873	0.667064	0.130007	0.015319	0.005049	0.002875	0.002003	0.00155	0.001089	0.000828	0.00065	0.00052	0.000432	0.000377	0.000339	0.437804	3	Mtruncatula_HM097
NON_ZERO_REGIONS	259499110	3.25891	5.867359	2	1	0	0.048119	0	0.004232	0.015279	0.045944	0.066299	0.179873	1	0.194894	0.022964	0.007568	0.00431	0.003002	0.002324	0.001633	0.001241	0.000974	0.000779	0.000647	0.000565	0.000509	0.655033	5	Mtruncatula_HM097
WHOLE_GENOME	389016531	1.429772	4.538494	1	1	0	0.041916	0	0.007821	0.016986	0.015581	0.061235	0.143538	0.585269	0.047293	0.004744	0.002144	0.001418	0.001111	0.000949	0.000784	0.000691	0.000625	0.000561	0.000499	0.000428	0.000362	0.341141	2	Mtruncatula_HM098
NON_ZERO_REGIONS	227679429	2.442931	5.72004	2	1	0	0.041916	0	0.007821	0.016986	0.015581	0.061235	0.143538	1	0.080805	0.008106	0.003664	0.002423	0.001898	0.001622	0.001339	0.001181	0.001069	0.000959	0.000852	0.000732	0.000618	0.580073	4	Mtruncatula_HM098
WHOLE_GENOME	389016531	2.606473	5.958829	1	1	0	0.05352	0	0.008002	0.020185	0.012049	0.044755	0.13851	0.666687	0.177701	0.03436	0.011147	0.005882	0.003921	0.002901	0.001889	0.001399	0.001119	0.000931	0.000787	0.000672	0.000576	0.445413	3	Mtruncatula_HM099
NON_ZERO_REGIONS	259352425	3.909587	6.940113	3	2	0	0.05352	0	0.008002	0.020185	0.012049	0.044755	0.13851	1	0.266543	0.051538	0.01672	0.008822	0.005881	0.004351	0.002833	0.002098	0.001679	0.001396	0.001181	0.001008	0.000864	0.665985	5	Mtruncatula_HM099
WHOLE_GENOME	389016531	3.631001	7.488836	2	2	0	0.051397	0	0.004816	0.017607	0.044029	0.062799	0.180647	0.7454	0.288299	0.065284	0.019023	0.0083	0.004906	0.003447	0.002178	0.001636	0.001339	0.001157	0.001035	0.000951	0.000886	0.529804	3	Mtruncatula_HM105
NON_ZERO_REGIONS	289972949	4.871211	8.318475	4	2	0	0.051397	0	0.004816	0.017607	0.044029	0.062799	0.180647	1	0.38677	0.087582	0.025521	0.011134	0.006582	0.004625	0.002922	0.002195	0.001797	0.001552	0.001388	0.001276	0.001189	0.709454	5	Mtruncatula_HM105
WHOLE_GENOME	389016531	4.94531	8.610251	4	3	0	0.043733	0	0.003938	0.029562	0.012824	0.049111	0.139169	0.780703	0.424817	0.132401	0.038891	0.015132	0.008217	0.005463	0.003222	0.002283	0.001793	0.001504	0.001317	0.001186	0.001083	0.59398	4	Mtruncatula_HM106
NON_ZERO_REGIONS	303706544	6.334428	9.282337	5	3	0	0.043733	0	0.003938	0.029562	0.012824	0.049111	0.139169	1	0.544146	0.169592	0.049816	0.019383	0.010525	0.006998	0.004127	0.002925	0.002297	0.001927	0.001687	0.001519	0.001388	0.759353	6	Mtruncatula_HM106
