## METRICS CLASS	picard.analysis.CollectWgsMetricsWithNonZeroCoverage$WgsMetricsWithNonZeroCoverage
CATEGORY	GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_ADAPTER	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_1X	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X	HET_SNP_SENSITIVITY	HET_SNP_Q
WHOLE_GENOME	167187188	13.70732	15.194965	11	5	0	0.029517	0	0.003699	0.016421	0.046177	0.043732	0.139547	0.909718	0.845936	0.607676	0.340409	0.184294	0.101068	0.05813	0.026426	0.016462	0.011623	0.008755	0.00689	0.005581	0.004607	0.868864	9	Ahalg_Japan_Inotani_230_IN023001
NON_ZERO_REGIONS	152093166	15.067661	15.274275	12	4	0	0.029517	0	0.003699	0.016421	0.046177	0.043732	0.139547	1	0.929888	0.667982	0.374192	0.202584	0.111098	0.063899	0.029048	0.018096	0.012776	0.009624	0.007574	0.006134	0.005064	0.95494	13	Ahalg_Japan_Inotani_230_IN023001
WHOLE_GENOME	167187188	12.341401	14.587425	10	5	0	0.027507	0	0.00329	0.016891	0.074495	0.04441	0.166592	0.903413	0.802877	0.517032	0.282653	0.156315	0.087858	0.051349	0.022918	0.013986	0.009825	0.007397	0.005805	0.004751	0.00401	0.846313	8	Ahalg_Japan_Inotani_230_IN023002
NON_ZERO_REGIONS	151039097	13.660861	14.748505	11	5	0	0.027507	0	0.00329	0.016891	0.074495	0.04441	0.166592	1	0.888715	0.57231	0.312872	0.173027	0.097251	0.056839	0.025369	0.015481	0.010876	0.008187	0.006425	0.005259	0.004438	0.93659	12	Ahalg_Japan_Inotani_230_IN023002
WHOLE_GENOME	167187188	11.024672	13.847895	9	4	0	0.030191	0	0.003405	0.015522	0.08153	0.048062	0.178711	0.904561	0.792009	0.456717	0.215083	0.106289	0.057224	0.034676	0.017904	0.011647	0.008437	0.006521	0.005279	0.004401	0.003746	0.841361	8	Ahalg_Japan_Inotani_230_IN023003
NON_ZERO_REGIONS	151230991	12.187871	14.064853	10	4	0	0.030191	0	0.003405	0.015522	0.08153	0.048062	0.178711	1	0.875573	0.504905	0.237776	0.117503	0.063262	0.038335	0.019793	0.012876	0.009328	0.007209	0.005836	0.004866	0.004142	0.929939	12	Ahalg_Japan_Inotani_230_IN023003
WHOLE_GENOME	167187188	16.975625	17.428475	15	5	0	0.028435	0	0.003524	0.014918	0.059239	0.053894	0.160009	0.911443	0.878959	0.792788	0.558083	0.279666	0.123951	0.066175	0.033029	0.021269	0.015222	0.011609	0.00928	0.007709	0.006572	0.892405	10	Ahalg_Japan_Inotani_230_IN023004
NON_ZERO_REGIONS	152381658	18.624991	17.393823	16	4	0	0.028435	0	0.003524	0.014918	0.059239	0.053894	0.160009	1	0.964359	0.869816	0.612307	0.306838	0.135995	0.072604	0.036238	0.023335	0.016701	0.012737	0.010181	0.008458	0.00721	0.979018	17	Ahalg_Japan_Inotani_230_IN023004
WHOLE_GENOME	167187188	17.153995	17.305528	15	5	0	0.028992	0	0.004924	0.026238	0.044624	0.053457	0.158235	0.919996	0.87901	0.769179	0.539478	0.300624	0.152337	0.081488	0.035924	0.022738	0.016255	0.012403	0.009846	0.00807	0.006764	0.895229	10	Ahalg_Japan_Itamuro_520_IT052001
NON_ZERO_REGIONS	153811615	18.64572	17.254279	16	5	0	0.028992	0	0.004924	0.026238	0.044624	0.053457	0.158235	1	0.95545	0.836067	0.586392	0.326766	0.165584	0.088575	0.039048	0.024716	0.017668	0.013482	0.010703	0.008771	0.007352	0.97283	16	Ahalg_Japan_Itamuro_520_IT052001
WHOLE_GENOME	167187188	17.38762	17.733154	16	5	0	0.025948	0	0.003674	0.028252	0.0521	0.046802	0.156776	0.914265	0.875678	0.780705	0.572602	0.314151	0.143814	0.073514	0.03579	0.023019	0.016484	0.012654	0.010135	0.008366	0.00708	0.891914	10	Ahalg_Japan_Itamuro_520_IT052002
NON_ZERO_REGIONS	152853433	19.018135	17.690228	17	5	0	0.025948	0	0.003674	0.028252	0.0521	0.046802	0.156776	1	0.957794	0.853915	0.626298	0.34361	0.1573	0.080408	0.039147	0.025178	0.01803	0.01384	0.011086	0.00915	0.007744	0.975313	16	Ahalg_Japan_Itamuro_520_IT052002
WHOLE_GENOME	167187188	17.817743	17.617945	16	6	0	0.028807	0	0.004401	0.025097	0.039248	0.052366	0.14992	0.911506	0.871277	0.783982	0.58971	0.340548	0.167417	0.086785	0.038693	0.024427	0.017234	0.012927	0.010131	0.008274	0.00696	0.888046	10	Ahalg_Japan_Itamuro_520_IT052003
NON_ZERO_REGIONS	152392151	19.547584	17.513203	17	5	0	0.028807	0	0.004401	0.025097	0.039248	0.052366	0.14992	1	0.955865	0.860096	0.646962	0.37361	0.183671	0.095211	0.04245	0.026798	0.018907	0.014182	0.011114	0.009078	0.007636	0.974003	16	Ahalg_Japan_Itamuro_520_IT052003
WHOLE_GENOME	167187188	16.127661	17.949798	13	6	0	0.028328	0	0.004214	0.023276	0.052265	0.046157	0.154241	0.916734	0.855078	0.675304	0.438382	0.2627	0.157007	0.096076	0.042854	0.025351	0.017719	0.01336	0.010492	0.008495	0.00705	0.880577	9	Ahalg_Japan_Itamuro_520_IT052004
NON_ZERO_REGIONS	153266174	17.59252	18.046865	14	6	0	0.028328	0	0.004214	0.023276	0.052265	0.046157	0.154241	1	0.932744	0.736641	0.478199	0.286561	0.171268	0.104803	0.046746	0.027654	0.019329	0.014574	0.011445	0.009266	0.00769	0.960274	14	Ahalg_Japan_Itamuro_520_IT052004
WHOLE_GENOME	167187188	14.896625	17.540118	11	7	0	0.025055	0	0.00258	0.011114	0.080231	0.05401	0.17299	0.909002	0.796094	0.577725	0.383493	0.25018	0.160989	0.10217	0.043393	0.023134	0.015288	0.011285	0.008806	0.007093	0.005853	0.855656	8	Ahalg_Japan_Minoo_220_MN022005
NON_ZERO_REGIONS	151973505	16.387888	17.720489	12	6	0	0.025055	0	0.00258	0.011114	0.080231	0.05401	0.17299	1	0.875789	0.63556	0.421883	0.275225	0.177106	0.112398	0.047737	0.02545	0.016819	0.012414	0.009688	0.007803	0.006439	0.941127	12	Ahalg_Japan_Minoo_220_MN022005
WHOLE_GENOME	167187188	14.968773	16.386577	12	7	0	0.023658	0	0.003139	0.01102	0.062641	0.071167	0.171625	0.91758	0.816965	0.612662	0.409388	0.257695	0.154622	0.08934	0.033643	0.01881	0.013059	0.009733	0.007548	0.006086	0.005073	0.868435	9	Ahalg_Japan_Minoo_220_MN022006
NON_ZERO_REGIONS	153407612	16.313317	16.453123	13	6	0	0.023658	0	0.003139	0.01102	0.062641	0.071167	0.171625	1	0.890348	0.667693	0.446161	0.280842	0.16851	0.097364	0.036665	0.020499	0.014232	0.010608	0.008226	0.006633	0.005529	0.946266	13	Ahalg_Japan_Minoo_220_MN022006
WHOLE_GENOME	167187188	11.69302	12.959029	10	5	0	0.023759	0	0.003371	0.011616	0.063713	0.082897	0.185356	0.917255	0.807721	0.540189	0.275396	0.117532	0.051046	0.028269	0.014896	0.009678	0.006953	0.005347	0.004325	0.003618	0.003099	0.860166	9	Ahalg_Japan_Minoo_220_MN022007
NON_ZERO_REGIONS	153353324	12.747837	13.024562	11	4	0	0.023759	0	0.003371	0.011616	0.063713	0.082897	0.185356	1	0.880585	0.588919	0.300239	0.128134	0.055651	0.03082	0.01624	0.010551	0.007581	0.005829	0.004715	0.003945	0.003378	0.937581	12	Ahalg_Japan_Minoo_220_MN022007
WHOLE_GENOME	167187188	14.469739	15.786697	12	6	0	0.024658	0	0.003316	0.015551	0.046277	0.060007	0.149809	0.918711	0.826069	0.61811	0.397476	0.233244	0.128797	0.070188	0.027378	0.016486	0.011662	0.008778	0.006914	0.005644	0.004737	0.869915	9	Ahalg_Japan_Minoo_220_MN022008
NON_ZERO_REGIONS	153596725	15.750043	15.846333	13	6	0	0.024658	0	0.003316	0.015551	0.046277	0.060007	0.149809	1	0.899161	0.672801	0.432645	0.253882	0.140193	0.076398	0.0298	0.017945	0.012694	0.009555	0.007526	0.006143	0.005156	0.946667	13	Ahalg_Japan_Minoo_220_MN022008
WHOLE_GENOME	167187188	19.163146	17.835223	18	5	0	0.02926	0	0.004903	0.027035	0.030354	0.05366	0.145213	0.910142	0.877657	0.819405	0.674526	0.427186	0.206211	0.095101	0.039555	0.024777	0.0173	0.012945	0.010159	0.008287	0.006976	0.891197	10	Ahalg_Japan_Okunikkawa_370_OK037001
NON_ZERO_REGIONS	152164037	21.055123	17.597298	19	5	0	0.02926	0	0.004903	0.027035	0.030354	0.05366	0.145213	1	0.964308	0.900305	0.741122	0.469362	0.22657	0.104491	0.04346	0.027223	0.019008	0.014223	0.011162	0.009106	0.007665	0.978949	17	Ahalg_Japan_Okunikkawa_370_OK037001
WHOLE_GENOME	167187188	18.814793	17.726494	18	6	0	0.027103	0	0.003659	0.029127	0.039946	0.053784	0.153619	0.906663	0.873883	0.807825	0.649986	0.405249	0.198483	0.094872	0.040319	0.025272	0.017627	0.013276	0.010494	0.008598	0.00722	0.887585	9	Ahalg_Japan_Okunikkawa_370_OK037002
NON_ZERO_REGIONS	151582507	20.751684	17.503803	19	5	0	0.027103	0	0.003659	0.029127	0.039946	0.053784	0.153619	1	0.963845	0.890987	0.716899	0.446968	0.218916	0.104639	0.04447	0.027874	0.019442	0.014643	0.011575	0.009483	0.007963	0.978703	17	Ahalg_Japan_Okunikkawa_370_OK037002
WHOLE_GENOME	167187188	19.429468	18.181202	18	6	0	0.029374	0	0.004483	0.028551	0.040815	0.058347	0.16157	0.909408	0.876867	0.816857	0.677776	0.442595	0.220442	0.101443	0.041212	0.02589	0.018078	0.013616	0.010755	0.008803	0.007428	0.890671	10	Ahalg_Japan_Okunikkawa_370_OK037003
NON_ZERO_REGIONS	152041403	21.364958	17.948069	19	5	0	0.029374	0	0.004483	0.028551	0.040815	0.058347	0.16157	1	0.964218	0.89823	0.745293	0.486684	0.242401	0.111548	0.045318	0.028469	0.019879	0.014973	0.011826	0.00968	0.008168	0.979169	17	Ahalg_Japan_Okunikkawa_370_OK037003
