chr	pos	cM
Ha412HOChr04	187000001	56.68
Ha412HOChr04	188000001	56.96
Ha412HOChr04	189000001	57.17
Ha412HOChr04	190000001	57.41
Ha412HOChr04	191000001	57.86
Ha412HOChr04	192000001	58.24
Ha412HOChr04	193000001	58.3075
Ha412HOChr04	194000001	58.31
Ha412HOChr04	195000001	58.3125
Ha412HOChr04	196000001	58.43
Ha412HOChr04	197000001	59.23
Ha412HOChr04	198000001	60.07
Ha412HOChr04	199000001	60.63
Ha412HOChr04	200000001	61.03
Ha412HOChr04	201000001	61.24
Ha412HOChr04	202000001	61.4
Ha412HOChr04	203000001	61.89
Ha412HOChr04	204000001	62.59
Ha412HOChr04	205000001	62.88
Ha412HOChr04	206000001	63.01
Ha412HOChr04	207000001	63.55
Ha412HOChr04	208000001	64.52
Ha412HOChr04	209000001	65.35
Ha412HOChr04	210000001	65.61
Ha412HOChr04	211000001	66.02
Ha412HOChr04	212000001	67.18
Ha412HOChr04	213000001	69.09
Ha412HOChr04	214000001	72.08
Ha412HOChr04	215000001	75.37
Ha412HOChr04	216000001	79.32
Ha412HOChr04	217000001	83.38
Ha412HOChr04	218000001	87.58
Ha412HOChr04	219000001	92.02
Ha412HOChr04	220000001	95.49
Ha412HOChr04	221000001	97.03
Ha412HOChr04	221926752	98.07
Ha412HOChr05	1	0.01
Ha412HOChr05	1000001	1.08
Ha412HOChr05	2000001	4.25
Ha412HOChr05	3000001	7.77
Ha412HOChr05	4000001	11.9
Ha412HOChr05	5000001	16.83
Ha412HOChr05	6000001	22.08
Ha412HOChr05	7000001	26.68
Ha412HOChr05	8000001	30.1
Ha412HOChr05	9000001	32.33
Ha412HOChr05	10000001	33.89
Ha412HOChr05	11000001	35.79
Ha412HOChr05	12000001	38.21
Ha412HOChr05	13000001	40.84
Ha412HOChr05	14000001	43.02
Ha412HOChr05	15000001	44.38
Ha412HOChr05	16000001	44.97
Ha412HOChr05	17000001	45.22
Ha412HOChr05	18000001	45.62
Ha412HOChr05	19000001	46.24
Ha412HOChr05	20000001	46.94
Ha412HOChr05	21000001	47.71
Ha412HOChr05	22000001	48.5
Ha412HOChr05	23000001	49.02
Ha412HOChr05	24000001	49.39
Ha412HOChr05	25000001	49.88
Ha412HOChr05	26000001	50.34
Ha412HOChr05	27000001	50.55
Ha412HOChr05	28000001	50.5651351351351
Ha412HOChr05	29000001	50.5652702702703
Ha412HOChr05	30000001	50.5654054054054
Ha412HOChr05	31000001	50.5655405405405
Ha412HOChr05	32000001	50.5656756756757
Ha412HOChr05	33000001	50.5658108108108
Ha412HOChr05	34000001	50.5659459459459
Ha412HOChr05	35000001	50.5660810810811
Ha412HOChr05	36000001	50.5662162162162
Ha412HOChr05	37000001	50.5663513513514
Ha412HOChr05	38000001	50.5664864864865
Ha412HOChr05	39000001	50.5666216216216
Ha412HOChr05	40000001	50.5667567567568
Ha412HOChr05	41000001	50.5668918918919
Ha412HOChr05	42000001	50.567027027027
Ha412HOChr05	43000001	50.5671621621622
Ha412HOChr05	44000001	50.5672972972973
Ha412HOChr05	45000001	50.5674324324324
Ha412HOChr05	46000001	50.5675675675676
Ha412HOChr05	47000001	50.5677027027027
Ha412HOChr05	48000001	50.5678378378378
Ha412HOChr05	49000001	50.567972972973
Ha412HOChr05	50000001	50.5681081081081
Ha412HOChr05	51000001	50.5682432432432
Ha412HOChr05	52000001	50.5683783783784
Ha412HOChr05	53000001	50.5685135135135
Ha412HOChr05	54000001	50.5686486486486
Ha412HOChr05	55000001	50.5687837837838
Ha412HOChr05	56000001	50.5689189189189
Ha412HOChr05	57000001	50.569054054054
Ha412HOChr05	58000001	50.5691891891892
Ha412HOChr05	59000001	50.5693243243243
Ha412HOChr05	60000001	50.5694594594595
Ha412HOChr05	61000001	50.5695945945946
Ha412HOChr05	62000001	50.5697297297297
Ha412HOChr05	63000001	50.5698648648649
Ha412HOChr05	64000001	50.57
Ha412HOChr05	65000001	50.5701351351351
Ha412HOChr05	66000001	50.5702702702703
Ha412HOChr05	67000001	50.5704054054054
Ha412HOChr05	68000001	50.5705405405405
Ha412HOChr05	69000001	50.5706756756757
Ha412HOChr05	70000001	50.5708108108108
Ha412HOChr05	71000001	50.5709459459459
Ha412HOChr05	72000001	50.5710810810811
Ha412HOChr05	73000001	50.5712162162162
Ha412HOChr05	74000001	50.5713513513513
Ha412HOChr05	75000001	50.5714864864865
Ha412HOChr05	76000001	50.5716216216216
Ha412HOChr05	77000001	50.5717567567568
Ha412HOChr05	78000001	50.5718918918919
Ha412HOChr05	79000001	50.572027027027
Ha412HOChr05	80000001	50.5721621621622
Ha412HOChr05	81000001	50.5722972972973
Ha412HOChr05	82000001	50.5724324324324
Ha412HOChr05	83000001	50.5725675675676
Ha412HOChr05	84000001	50.5727027027027
Ha412HOChr05	85000001	50.5728378378378
Ha412HOChr05	86000001	50.572972972973
Ha412HOChr05	87000001	50.5731081081081
Ha412HOChr05	88000001	50.5732432432432
Ha412HOChr05	89000001	50.5733783783784
Ha412HOChr05	90000001	50.5735135135135
Ha412HOChr05	91000001	50.5736486486486
Ha412HOChr05	92000001	50.5737837837838
Ha412HOChr05	93000001	50.5739189189189
Ha412HOChr05	94000001	50.5740540540541
Ha412HOChr05	95000001	50.5741891891892
Ha412HOChr05	96000001	50.5743243243243
Ha412HOChr05	97000001	50.5744594594595
Ha412HOChr05	98000001	50.5745945945946
Ha412HOChr05	99000001	50.5747297297297
Ha412HOChr05	100000001	50.5748648648649
Ha412HOChr05	101000001	50.65
Ha412HOChr05	102000001	50.73
Ha412HOChr05	103000001	50.83
Ha412HOChr05	104000001	50.92
Ha412HOChr05	105000001	51
Ha412HOChr05	106000001	51.05
Ha412HOChr05	107000001	51.08
Ha412HOChr05	108000001	51.09
Ha412HOChr05	109000001	51.095625
Ha412HOChr05	110000001	51.09625
Ha412HOChr05	111000001	51.096875
Ha412HOChr05	112000001	51.0975
Ha412HOChr05	113000001	51.098125
Ha412HOChr05	114000001	51.09875
Ha412HOChr05	115000001	51.099375
Ha412HOChr05	116000001	51.1
Ha412HOChr05	117000001	51.100625
Ha412HOChr05	118000001	51.10125
Ha412HOChr05	119000001	51.101875
Ha412HOChr05	120000001	51.1025
Ha412HOChr05	121000001	51.103125
Ha412HOChr05	122000001	51.10375
Ha412HOChr05	123000001	51.104375
Ha412HOChr05	124000001	51.21
Ha412HOChr05	125000001	51.44
Ha412HOChr05	126000001	51.71
Ha412HOChr05	127000001	51.99
Ha412HOChr05	128000001	52.25
Ha412HOChr05	129000001	52.49
Ha412HOChr05	130000001	52.68
Ha412HOChr05	131000001	52.82
Ha412HOChr05	132000001	52.8983333333333
Ha412HOChr05	133000001	52.9016666666667
Ha412HOChr05	134000001	52.91
Ha412HOChr05	135000001	53
Ha412HOChr05	136000001	53.22
Ha412HOChr05	137000001	53.56
Ha412HOChr05	138000001	53.85
Ha412HOChr05	139000001	54.03
Ha412HOChr05	140000001	54.18
Ha412HOChr05	141000001	54.35
Ha412HOChr05	142000001	54.52
Ha412HOChr05	143000001	54.74
Ha412HOChr05	144000001	55.1
Ha412HOChr05	145000001	55.54
Ha412HOChr05	146000001	55.96
Ha412HOChr05	147000001	56.3
Ha412HOChr05	148000001	56.46
Ha412HOChr05	149000001	56.51
Ha412HOChr05	150000001	56.5353448275862
Ha412HOChr05	151000001	56.5356896551724
Ha412HOChr05	152000001	56.5360344827586
Ha412HOChr05	153000001	56.5363793103448
Ha412HOChr05	154000001	56.536724137931
Ha412HOChr05	155000001	56.5370689655172
Ha412HOChr05	156000001	56.5374137931034
Ha412HOChr05	157000001	56.5377586206897
Ha412HOChr05	158000001	56.5381034482759
Ha412HOChr05	159000001	56.5384482758621
Ha412HOChr05	160000001	56.5387931034483
Ha412HOChr05	161000001	56.5391379310345
Ha412HOChr05	162000001	56.5394827586207
Ha412HOChr05	163000001	56.5398275862069
Ha412HOChr05	164000001	56.5401724137931
Ha412HOChr05	165000001	56.5405172413793
Ha412HOChr05	166000001	56.5408620689655
Ha412HOChr05	167000001	56.5412068965517
Ha412HOChr05	168000001	56.5415517241379
Ha412HOChr05	169000001	56.5418965517241
Ha412HOChr05	170000001	56.5422413793103
Ha412HOChr05	171000001	56.5425862068966
Ha412HOChr05	172000001	56.5429310344828
Ha412HOChr05	173000001	56.543275862069
Ha412HOChr05	174000001	56.5436206896552
Ha412HOChr05	175000001	56.5439655172414
Ha412HOChr05	176000001	56.5443103448276
Ha412HOChr05	177000001	56.5446551724138
Ha412HOChr05	178000001	57.15
Ha412HOChr05	179000001	58.5
Ha412HOChr05	180000001	60.87
Ha412HOChr05	181000001	64.06
Ha412HOChr05	182000001	67.4
Ha412HOChr05	183000001	70.69
Ha412HOChr05	184000001	74.48
Ha412HOChr05	185000001	79.1
Ha412HOChr05	186000001	84.24
Ha412HOChr05	187000001	89.52
Ha412HOChr05	187413619	91.7
Ha412HOChr06	1	0.01
Ha412HOChr06	1000001	0.83
Ha412HOChr06	2000001	3.64
Ha412HOChr06	3000001	5.55
Ha412HOChr06	4000001	9.11
Ha412HOChr06	5000001	11.79
Ha412HOChr06	6000001	14.07
Ha412HOChr06	7000001	14.93
Ha412HOChr06	8000001	15.42
Ha412HOChr06	9000001	16.44
Ha412HOChr06	10000001	18.19
Ha412HOChr06	11000001	19.99
Ha412HOChr06	12000001	22.62
Ha412HOChr06	13000001	24.34
Ha412HOChr06	14000001	24.7
Ha412HOChr06	15000001	27.17
Ha412HOChr06	16000001	30.04
Ha412HOChr06	17000001	30.62
Ha412HOChr06	18000001	31.15
Ha412HOChr06	19000001	31.987
Ha412HOChr06	20000001	31.989
Ha412HOChr06	21000001	31.991
Ha412HOChr06	22000001	31.993
Ha412HOChr06	23000001	32.95
Ha412HOChr06	24000001	33.81
Ha412HOChr06	25000001	34.11
Ha412HOChr06	26000001	34.1383333333333
Ha412HOChr06	27000001	34.1416666666667
Ha412HOChr06	28000001	34.62
Ha412HOChr06	29000001	34.77
Ha412HOChr06	30000001	35.22
Ha412HOChr06	31000001	35.64
Ha412HOChr06	32000001	36.15
Ha412HOChr06	33000001	36.57
Ha412HOChr06	34000001	36.91
Ha412HOChr06	35000001	37.17
Ha412HOChr06	36000001	37.38
Ha412HOChr06	37000001	37.74
Ha412HOChr06	38000001	38.52
Ha412HOChr06	39000001	39.16
Ha412HOChr06	40000001	39.6
Ha412HOChr06	41000001	39.797
Ha412HOChr06	42000001	39.799
Ha412HOChr06	43000001	39.801
Ha412HOChr06	44000001	39.803
Ha412HOChr06	45000001	39.9
Ha412HOChr06	46000001	41.51
Ha412HOChr06	47000001	42.5
Ha412HOChr06	48000001	43.34
Ha412HOChr06	49000001	44.07
Ha412HOChr06	50000001	44.08
Ha412HOChr06	51000001	44.26
Ha412HOChr06	52000001	44.6075
Ha412HOChr06	53000001	44.61
Ha412HOChr06	54000001	44.6125
Ha412HOChr06	55000001	44.76
Ha412HOChr06	56000001	45.32
Ha412HOChr06	57000001	46.15
Ha412HOChr06	58000001	46.7166666666667
Ha412HOChr06	59000001	46.7183333333333
Ha412HOChr06	60000001	46.72
Ha412HOChr06	61000001	46.7216666666667
Ha412HOChr06	62000001	46.7233333333333
Ha412HOChr06	63000001	46.82
Ha412HOChr06	64000001	47.05
Ha412HOChr06	65000001	47.36
Ha412HOChr06	66000001	47.75
Ha412HOChr06	67000001	48.22
Ha412HOChr06	68000001	48.77
Ha412HOChr06	69000001	49.42
Ha412HOChr06	70000001	50.15
Ha412HOChr06	71000001	50.98
Ha412HOChr06	72000001	51.9
Ha412HOChr06	73000001	52.78
Ha412HOChr06	74000001	53.0783333333333
Ha412HOChr06	75000001	53.0816666666667
Ha412HOChr06	76000001	53.09
Ha412HOChr06	77000001	53.79
Ha412HOChr06	78000001	54.33
Ha412HOChr06	79000001	54.3875
Ha412HOChr06	80000001	54.39
Ha412HOChr06	81000001	54.3925
Ha412HOChr06	82000001	54.66
Ha412HOChr06	83000001	54.79
Ha412HOChr06	84000001	54.85
Ha412HOChr06	85000001	54.89
Ha412HOChr06	86000001	54.8961111111111
Ha412HOChr06	87000001	54.8972222222222
Ha412HOChr06	88000001	54.8983333333333
Ha412HOChr06	89000001	54.8994444444444
Ha412HOChr06	90000001	54.9005555555555
Ha412HOChr06	91000001	54.9016666666667
Ha412HOChr06	92000001	54.9027777777778
Ha412HOChr06	93000001	54.9038888888889
Ha412HOChr06	94000001	54.96
Ha412HOChr06	95000001	55.06
Ha412HOChr06	96000001	55.18
Ha412HOChr06	97000001	55.32
Ha412HOChr06	98000001	55.48
Ha412HOChr06	99000001	55.67
Ha412HOChr06	100000001	55.86
Ha412HOChr06	101000001	56.06
Ha412HOChr06	102000001	56.26
Ha412HOChr06	103000001	56.47
Ha412HOChr06	104000001	56.67
Ha412HOChr06	105000001	56.87
Ha412HOChr06	106000001	57.05
Ha412HOChr06	107000001	57.22
Ha412HOChr06	108000001	57.37
Ha412HOChr06	109000001	57.49
Ha412HOChr06	110000001	57.59
Ha412HOChr06	111000001	57.66
Ha412HOChr06	112000001	57.6853448275862
Ha412HOChr06	113000001	57.6856896551724
Ha412HOChr06	114000001	57.6860344827586
Ha412HOChr06	115000001	57.6863793103448
Ha412HOChr06	116000001	57.686724137931
Ha412HOChr06	117000001	57.6870689655172
Ha412HOChr06	118000001	57.6874137931034
Ha412HOChr06	119000001	57.6877586206896
Ha412HOChr06	120000001	57.6881034482759
Ha412HOChr06	121000001	57.6884482758621
Ha412HOChr06	122000001	57.6887931034483
Ha412HOChr06	123000001	57.6891379310345
Ha412HOChr06	124000001	57.6894827586207
Ha412HOChr06	125000001	57.6898275862069
Ha412HOChr06	126000001	57.6901724137931
Ha412HOChr06	127000001	57.6905172413793
Ha412HOChr06	128000001	57.6908620689655
Ha412HOChr06	129000001	57.6912068965517
Ha412HOChr06	130000001	57.6915517241379
Ha412HOChr06	131000001	57.6918965517241
Ha412HOChr06	132000001	57.6922413793103
Ha412HOChr06	133000001	57.6925862068966
Ha412HOChr06	134000001	57.6929310344828
Ha412HOChr06	135000001	57.693275862069
Ha412HOChr06	136000001	57.6936206896552
Ha412HOChr06	137000001	57.6939655172414
Ha412HOChr06	138000001	57.6943103448276
Ha412HOChr06	139000001	57.6946551724138
Ha412HOChr06	140000001	58.07
Ha412HOChr06	141000001	58.38
Ha412HOChr06	142000001	58.59
Ha412HOChr06	143000001	58.6866666666667
Ha412HOChr06	144000001	58.6883333333333
Ha412HOChr06	145000001	58.69
Ha412HOChr06	146000001	58.6916666666667
Ha412HOChr06	147000001	58.6933333333333
Ha412HOChr06	148000001	58.78
Ha412HOChr06	149000001	59.037
Ha412HOChr06	150000001	59.039
Ha412HOChr06	151000001	59.041
Ha412HOChr06	152000001	59.043
Ha412HOChr06	153000001	59.4
Ha412HOChr06	154000001	59.7066666666667
Ha412HOChr06	155000001	59.7083333333333
Ha412HOChr06	156000001	59.71
Ha412HOChr06	157000001	59.7116666666667
Ha412HOChr06	157516673	59.7133333333333
Ha412HOChr07	1	0.01
Ha412HOChr07	1000001	0.47
Ha412HOChr07	2000001	0.95
Ha412HOChr07	3000001	1.26
Ha412HOChr07	4000001	3.1
Ha412HOChr07	5000001	6.1
Ha412HOChr07	6000001	6.58
Ha412HOChr07	7000001	7.53
Ha412HOChr07	8000001	7.84
Ha412HOChr07	9000001	8.49
Ha412HOChr07	10000001	8.62666666666667
Ha412HOChr07	11000001	8.62833333333333
Ha412HOChr07	12000001	8.63
Ha412HOChr07	13000001	8.63166666666667
Ha412HOChr07	14000001	8.63333333333333
Ha412HOChr07	15000001	8.67
Ha412HOChr07	16000001	9.04
Ha412HOChr07	17000001	9.15
Ha412HOChr07	18000001	9.207
Ha412HOChr07	19000001	9.209
Ha412HOChr07	20000001	9.211
Ha412HOChr07	21000001	9.213
Ha412HOChr07	22000001	9.667
Ha412HOChr07	23000001	9.669
Ha412HOChr07	24000001	9.671
Ha412HOChr07	25000001	9.673
Ha412HOChr07	26000001	9.69
Ha412HOChr07	27000001	9.72
Ha412HOChr07	28000001	9.73583333333333
Ha412HOChr07	29000001	9.73666666666667
Ha412HOChr07	30000001	9.7375
Ha412HOChr07	31000001	9.73833333333333
Ha412HOChr07	32000001	9.73916666666667
Ha412HOChr07	33000001	9.74
Ha412HOChr07	34000001	9.74083333333333
Ha412HOChr07	35000001	9.74166666666667
Ha412HOChr07	36000001	9.7425
Ha412HOChr07	37000001	9.74333333333333
Ha412HOChr07	38000001	9.74416666666667
Ha412HOChr07	39000001	9.77
Ha412HOChr07	40000001	9.8
Ha412HOChr07	41000001	9.83
Ha412HOChr07	42000001	9.8353125
Ha412HOChr07	43000001	9.835625
Ha412HOChr07	44000001	9.8359375
Ha412HOChr07	45000001	9.83625
Ha412HOChr07	46000001	9.8365625
Ha412HOChr07	47000001	9.836875
Ha412HOChr07	48000001	9.8371875
Ha412HOChr07	49000001	9.8375
Ha412HOChr07	50000001	9.8378125
Ha412HOChr07	51000001	9.838125
Ha412HOChr07	52000001	9.8384375
Ha412HOChr07	53000001	9.83875
Ha412HOChr07	54000001	9.8390625
Ha412HOChr07	55000001	9.839375
Ha412HOChr07	56000001	9.8396875
Ha412HOChr07	57000001	9.84
Ha412HOChr07	58000001	9.8403125
Ha412HOChr07	59000001	9.840625
Ha412HOChr07	60000001	9.8409375
Ha412HOChr07	61000001	9.84125
Ha412HOChr07	62000001	9.8415625
Ha412HOChr07	63000001	9.841875
Ha412HOChr07	64000001	9.8421875
Ha412HOChr07	65000001	9.8425
Ha412HOChr07	66000001	9.8428125
Ha412HOChr07	67000001	9.843125
Ha412HOChr07	68000001	9.8434375
Ha412HOChr07	69000001	9.84375
Ha412HOChr07	70000001	9.8440625
Ha412HOChr07	71000001	9.844375
Ha412HOChr07	72000001	9.8446875
Ha412HOChr07	73000001	9.87
Ha412HOChr07	74000001	9.98
Ha412HOChr07	75000001	10.09
Ha412HOChr07	76000001	10.17
Ha412HOChr07	77000001	10.1853846153846
Ha412HOChr07	78000001	10.1857692307692
Ha412HOChr07	79000001	10.1861538461538
Ha412HOChr07	80000001	10.1865384615385
Ha412HOChr07	81000001	10.1869230769231
Ha412HOChr07	82000001	10.1873076923077
Ha412HOChr07	83000001	10.1876923076923
Ha412HOChr07	84000001	10.1880769230769
Ha412HOChr07	85000001	10.1884615384615
Ha412HOChr07	86000001	10.1888461538462
Ha412HOChr07	87000001	10.1892307692308
Ha412HOChr07	88000001	10.1896153846154
Ha412HOChr07	89000001	10.19
Ha412HOChr07	90000001	10.1903846153846
Ha412HOChr07	91000001	10.1907692307692
Ha412HOChr07	92000001	10.1911538461538
Ha412HOChr07	93000001	10.1915384615385
Ha412HOChr07	94000001	10.1919230769231
Ha412HOChr07	95000001	10.1923076923077
Ha412HOChr07	96000001	10.1926923076923
Ha412HOChr07	97000001	10.1930769230769
Ha412HOChr07	98000001	10.1934615384615
Ha412HOChr07	99000001	10.1938461538462
Ha412HOChr07	100000001	10.1942307692308
Ha412HOChr07	101000001	10.1946153846154
Ha412HOChr07	102000001	10.49
Ha412HOChr07	103000001	10.8854761904762
Ha412HOChr07	104000001	10.8859523809524
Ha412HOChr07	105000001	10.8864285714286
Ha412HOChr07	106000001	10.8869047619048
Ha412HOChr07	107000001	10.887380952381
Ha412HOChr07	108000001	10.8878571428571
Ha412HOChr07	109000001	10.8883333333333
Ha412HOChr07	110000001	10.8888095238095
Ha412HOChr07	111000001	10.8892857142857
Ha412HOChr07	112000001	10.8897619047619
Ha412HOChr07	113000001	10.8902380952381
Ha412HOChr07	114000001	10.8907142857143
Ha412HOChr07	115000001	10.8911904761905
Ha412HOChr07	116000001	10.8916666666667
Ha412HOChr07	117000001	10.8921428571429
Ha412HOChr07	118000001	10.892619047619
Ha412HOChr07	119000001	10.8930952380952
Ha412HOChr07	120000001	10.8935714285714
Ha412HOChr07	121000001	10.8940476190476
Ha412HOChr07	122000001	10.8945238095238
Ha412HOChr07	123000001	11.06
Ha412HOChr07	124000001	11.41
Ha412HOChr07	125000001	11.7
Ha412HOChr07	126000001	11.9
Ha412HOChr07	127000001	12.08
Ha412HOChr07	128000001	12.26
Ha412HOChr07	129000001	12.77
Ha412HOChr07	130000001	14.0283333333333
Ha412HOChr07	131000001	14.0316666666667
Ha412HOChr07	132000001	14.28
Ha412HOChr07	133000001	15.1266666666667
Ha412HOChr07	134000001	15.1283333333333
Ha412HOChr07	135000001	15.13
Ha412HOChr07	136000001	15.1316666666667
Ha412HOChr07	137000001	15.1333333333333
Ha412HOChr07	138000001	15.14
Ha412HOChr07	139000001	15.83
Ha412HOChr07	140000001	16.11
Ha412HOChr07	141000001	16.66
Ha412HOChr07	142000001	18.54
Ha412HOChr07	143000001	19.24
Ha412HOChr07	144000001	20.37
Ha412HOChr07	145000001	20.6683333333333
Ha412HOChr07	146000001	20.6716666666667
Ha412HOChr07	147000001	20.88
Ha412HOChr07	148000001	22.01
Ha412HOChr07	149000001	23.51
Ha412HOChr07	150000001	23.67
Ha412HOChr07	151000001	26.68
Ha412HOChr07	152000001	31.47
Ha412HOChr07	153000001	34.17
Ha412HOChr07	154000001	35.52
Ha412HOChr07	155000001	38.88
Ha412HOChr07	156000001	42.92
Ha412HOChr07	157000001	46.51
Ha412HOChr07	158000001	48.92
Ha412HOChr07	159000001	50.57
Ha412HOChr07	160000001	53.11
Ha412HOChr07	161000001	54.15
Ha412HOChr07	162000001	54.6
Ha412HOChr07	162054088	54.62
Ha412HOChr08	1	0.01
Ha412HOChr08	1000001	2.25
Ha412HOChr08	2000001	6.55
Ha412HOChr08	3000001	9.43
Ha412HOChr08	4000001	10.82
Ha412HOChr08	5000001	12.13
Ha412HOChr08	6000001	13.88
Ha412HOChr08	7000001	14.75
Ha412HOChr08	8000001	15.82
Ha412HOChr08	9000001	16.98
Ha412HOChr08	10000001	17.46
Ha412HOChr08	11000001	18.87
Ha412HOChr08	12000001	20.45
Ha412HOChr08	13000001	21.88
Ha412HOChr08	14000001	23.06
Ha412HOChr08	15000001	24.1
Ha412HOChr08	16000001	25.2
Ha412HOChr08	17000001	26.08
Ha412HOChr08	18000001	26.38
Ha412HOChr08	19000001	27.23
Ha412HOChr08	20000001	28.72
Ha412HOChr08	21000001	30.31
Ha412HOChr08	22000001	31.44
Ha412HOChr08	23000001	31.87
Ha412HOChr08	24000001	32.61
Ha412HOChr08	25000001	34.09
Ha412HOChr08	26000001	35.79
Ha412HOChr08	27000001	37.3
Ha412HOChr08	28000001	38.13
Ha412HOChr08	29000001	38.55
Ha412HOChr08	30000001	38.75
Ha412HOChr08	31000001	39.03
Ha412HOChr08	32000001	39.34
Ha412HOChr08	33000001	39.7
Ha412HOChr08	34000001	40.1
Ha412HOChr08	35000001	40.56
Ha412HOChr08	36000001	41.07
Ha412HOChr08	37000001	41.64
Ha412HOChr08	38000001	42.41
Ha412HOChr08	39000001	42.98
Ha412HOChr08	40000001	43.0475
Ha412HOChr08	41000001	43.05
Ha412HOChr08	42000001	43.0525
Ha412HOChr08	43000001	43.06
Ha412HOChr08	44000001	43.62
Ha412HOChr08	45000001	44.33
Ha412HOChr08	46000001	44.57
Ha412HOChr08	47000001	44.59
Ha412HOChr08	48000001	44.74
Ha412HOChr08	49000001	45.1
Ha412HOChr08	50000001	45.57
Ha412HOChr08	51000001	46.07
Ha412HOChr08	52000001	46.49
Ha412HOChr08	53000001	46.93
Ha412HOChr08	54000001	47.4
Ha412HOChr08	55000001	47.59
Ha412HOChr08	56000001	47.5966666666667
Ha412HOChr08	57000001	47.5983333333333
Ha412HOChr08	58000001	47.6
Ha412HOChr08	59000001	47.6016666666667
Ha412HOChr08	60000001	47.6033333333333
Ha412HOChr08	61000001	47.76
Ha412HOChr08	62000001	48.05
Ha412HOChr08	63000001	48.41
Ha412HOChr08	64000001	48.66
Ha412HOChr08	65000001	48.68
Ha412HOChr08	66000001	48.69
Ha412HOChr08	67000001	48.71
Ha412HOChr08	68000001	48.77
Ha412HOChr08	69000001	48.89
Ha412HOChr08	70000001	49.07
Ha412HOChr08	71000001	49.33
Ha412HOChr08	72000001	49.69
Ha412HOChr08	73000001	50.08
Ha412HOChr08	74000001	50.2759090909091
Ha412HOChr08	75000001	50.2768181818182
Ha412HOChr08	76000001	50.2777272727273
Ha412HOChr08	77000001	50.2786363636364
Ha412HOChr08	78000001	50.2795454545455
Ha412HOChr08	79000001	50.2804545454545
Ha412HOChr08	80000001	50.2813636363636
Ha412HOChr08	81000001	50.2822727272727
Ha412HOChr08	82000001	50.2831818181818
Ha412HOChr08	83000001	50.2840909090909
Ha412HOChr08	84000001	50.47
Ha412HOChr08	85000001	50.78
Ha412HOChr08	86000001	51.1
Ha412HOChr08	87000001	51.53
Ha412HOChr08	88000001	52.55
Ha412HOChr08	89000001	53.41
Ha412HOChr08	90000001	53.92
Ha412HOChr08	91000001	55.03
Ha412HOChr08	92000001	55.92
Ha412HOChr08	93000001	56.2075
Ha412HOChr08	94000001	56.21
Ha412HOChr08	95000001	56.2125
Ha412HOChr08	96000001	56.31
Ha412HOChr08	97000001	56.64
Ha412HOChr08	98000001	56.88
Ha412HOChr08	99000001	57.14
Ha412HOChr08	100000001	57.2283333333333
Ha412HOChr08	101000001	57.2316666666667
Ha412HOChr08	102000001	57.56
Ha412HOChr08	103000001	58.66
Ha412HOChr08	104000001	59.2
Ha412HOChr08	105000001	59.3075
Ha412HOChr08	106000001	59.31
Ha412HOChr08	107000001	59.3125
Ha412HOChr08	108000001	59.37
Ha412HOChr08	109000001	59.55
Ha412HOChr08	110000001	59.66
Ha412HOChr08	111000001	59.86
Ha412HOChr08	112000001	60.48
Ha412HOChr08	113000001	61.44
Ha412HOChr08	114000001	62.53
Ha412HOChr08	115000001	63.45
Ha412HOChr08	116000001	64.11
Ha412HOChr08	117000001	64.59
Ha412HOChr08	118000001	65.04
Ha412HOChr08	119000001	65.73
Ha412HOChr08	120000001	66.31
Ha412HOChr08	121000001	66.7
Ha412HOChr08	122000001	66.96
Ha412HOChr08	123000001	67.12
Ha412HOChr08	124000001	67.19
Ha412HOChr08	125000001	67.2156666666667
Ha412HOChr08	126000001	67.2163333333333
Ha412HOChr08	127000001	67.217
Ha412HOChr08	128000001	67.2176666666667
Ha412HOChr08	129000001	67.2183333333333
Ha412HOChr08	130000001	67.219
Ha412HOChr08	131000001	67.2196666666667
Ha412HOChr08	132000001	67.2203333333333
Ha412HOChr08	133000001	67.221
Ha412HOChr08	134000001	67.2216666666667
Ha412HOChr08	135000001	67.2223333333333
Ha412HOChr08	136000001	67.223
Ha412HOChr08	137000001	67.2236666666667
Ha412HOChr08	138000001	67.2243333333333
Ha412HOChr08	139000001	67.23
Ha412HOChr08	140000001	67.2483333333333
Ha412HOChr08	141000001	67.2516666666667
Ha412HOChr08	142000001	67.2853703703704
Ha412HOChr08	143000001	67.2857407407407
Ha412HOChr08	144000001	67.2861111111111
Ha412HOChr08	145000001	67.2864814814815
Ha412HOChr08	146000001	67.2868518518519
Ha412HOChr08	147000001	67.2872222222222
Ha412HOChr08	148000001	67.2875925925926
Ha412HOChr08	149000001	67.287962962963
Ha412HOChr08	150000001	67.2883333333333
Ha412HOChr08	151000001	67.2887037037037
Ha412HOChr08	152000001	67.2890740740741
Ha412HOChr08	153000001	67.2894444444445
Ha412HOChr08	154000001	67.2898148148148
Ha412HOChr08	155000001	67.2901851851852
Ha412HOChr08	156000001	67.2905555555556
Ha412HOChr08	157000001	67.2909259259259
Ha412HOChr08	158000001	67.2912962962963
Ha412HOChr08	159000001	67.2916666666667
Ha412HOChr08	160000001	67.292037037037
Ha412HOChr08	161000001	67.2924074074074
Ha412HOChr08	162000001	67.2927777777778
Ha412HOChr08	163000001	67.2931481481482
Ha412HOChr08	164000001	67.2935185185185
Ha412HOChr08	165000001	67.2938888888889
