chr,block1.end.pos,block2.start.pos,breakpoint.pos,Selected.420
2,6022568,6022723,6022646,No
2,6022964,6023359,6023162,No
2,6022568,6023891,6023230,No
2,6023359,6023891,6023625,Yes
2,6023891,6023982,6023936,No
2,6023891,6025111,6024501,No
2,6024050,6025111,6024580,No
2,6023891,6026556,6025224,No
2,6028358,6028750,6028554,No
2,6028390,6028750,6028570,No
2,6029068,6029107,6029088,Yes
2,6031847,6032422,6032134,No
2,6032422,6032625,6032524,No
2,6032625,6032884,6032754,No
2,6031788,6033845,6032816,No
2,6032905,6032921,6032913,No
2,6032921,6033611,6033266,No
2,6032921,6033611,6033266,No
2,6032325,6034638,6033482,No
2,6033611,6034151,6033881,No
2,6033921,6034151,6034036,No
2,6034151,6034638,6034394,No
2,6034941,6035051,6034996,No
2,6031345,6039631,6035488,No
2,6035326,6035766,6035546,No
2,6035106,6036969,6036038,No
2,6036058,6036484,6036271,Yes
2,6036529,6036553,6036541,No
2,6037892,6038047,6037970,Yes
2,6049737,6050005,6049871,No
2,6134579,6135292,6134936,No
2,6139603,6141265,6140434,No
2,6143068,6143410,6143239,No
2,6158320,6158466,6158393,No
2,6164168,6164349,6164258,No
2,6170568,6172405,6171486,No
2,6180900,6182275,6181588,No
2,6185390,6185987,6185688,No
2,6196698,6198433,6197566,No
2,6202743,6203314,6203028,No
2,6206160,6209132,6207646,No
2,6208450,6212391,6210420,No
2,6209310,6211598,6210454,No
2,6210161,6211598,6210880,Yes
2,6210886,6211598,6211242,No
2,6214560,6215530,6215045,Yes
2,6213189,6217143,6215166,No
2,6214560,6220767,6217664,No
2,6219287,6219748,6219518,No
2,6224862,6226552,6225707,No
2,6226586,6227887,6227236,No
2,6232814,6233295,6233054,No
2,6232814,6233933,6233374,No
2,6236189,6237302,6236746,No
2,6238544,6239009,6238776,No
2,6238619,6239009,6238814,No
2,6238619,6241261,6239940,No
2,6240096,6240183,6240140,No
2,6240096,6240183,6240140,No
2,6240183,6241261,6240722,No
2,6238462,6243040,6240751,No
2,6240234,6241569,6240902,No
2,6242269,6242419,6242344,No
2,6242419,6244110,6243264,No
2,6242269,6245071,6243670,Yes
2,6244163,6245071,6244617,No
2,6244163,6245071,6244617,No
2,6245484,6245543,6245514,No
2,6245543,6245556,6245550,No
2,6246209,6277342,6261776,No
2,6272999,6273312,6273156,Yes
2,6273312,6274671,6273992,No
2,6273768,6275286,6274527,No
2,6275286,6276427,6275856,No
2,6277163,6277641,6277402,No
2,6277342,6277641,6277492,No
2,6282560,6286465,6284512,No
2,6285839,6285965,6285902,Yes
2,6285965,6287891,6286928,Yes
2,6286866,6287891,6287378,No
2,6288955,6289522,6289238,Yes
2,6289522,6289746,6289634,Yes
2,6289746,6289804,6289775,No
2,6289804,6290020,6289912,No
2,6290020,6290528,6290274,No
2,6290528,6291776,6291152,Yes
2,6291872,6292051,6291962,No
2,6291872,6292051,6291962,No
2,6292131,6292384,6292258,No
2,6292131,6293487,6292809,No
2,6292570,6293873,6293222,No
2,6293487,6294137,6293812,Yes
2,6299247,6299986,6299616,No
2,6299986,6300427,6300206,No
2,6303782,6304391,6304086,No
2,6304966,6305579,6305272,Yes
2,6305213,6305457,6305335,No
2,6308382,6309098,6308740,No
2,6303782,6317649,6310716,No
2,6310921,6316198,6313560,No
2,6312819,6316470,6314644,No
2,6312819,6316818,6314818,No
2,6316470,6316818,6316644,Yes
2,6317390,6317649,6317520,No
2,6319505,6319676,6319590,No
2,6321221,6321241,6321231,Yes
2,6345050,6346580,6345815,No
2,6344973,6348712,6346842,No
2,6351968,6352873,6352420,Yes
2,6351968,6353208,6352588,No
2,6352873,6355532,6354202,Yes
2,6354107,6355532,6354820,No
2,6354107,6356174,6355140,Yes
2,6357134,6357259,6357196,No
2,6357545,6358254,6357900,No
2,6365880,6368009,6366944,No
2,6367115,6367682,6367398,No
2,6377950,6379140,6378545,No
2,6382537,6384644,6383590,No
2,6385314,6386115,6385714,Yes
2,6389739,6390336,6390038,No
2,6391792,6393625,6392708,No
2,6397746,6397882,6397814,No
2,6397691,6398348,6398020,Yes
2,6401114,6401821,6401468,No
2,6406557,6406696,6406626,No
2,6403787,6435831,6419809,No
2,6406022,6434921,6420472,No
2,6432549,6434195,6433372,No
2,6435508,6437008,6436258,Yes
2,6445362,6445394,6445378,No
2,6465547,6468245,6466896,No
2,6480561,6480928,6480744,No
2,6479930,6481791,6480860,No
2,6492997,6493491,6493244,No
2,6496171,6497778,6496974,No
2,6500303,6502083,6501193,No
2,6501561,6501932,6501746,Yes
2,6501932,6502440,6502186,No
2,6501561,6503370,6502466,Yes
2,6502562,6502810,6502686,No
2,6503905,6504475,6504190,No
2,6504967,6505070,6505018,No
2,6505070,6505280,6505175,Yes
2,6505280,6505996,6505638,No
2,6506321,6506769,6506545,No
2,6506972,6507210,6507091,No
2,6518203,6518677,6518440,No
2,6522826,6524225,6523526,No
2,6525936,6526333,6526134,Yes
2,6533079,6534042,6533560,No
2,6533803,6533817,6533810,No
2,6533399,6536704,6535052,Yes
2,6533939,6536487,6535213,No
2,6536487,6537438,6536962,No
2,6539109,6539779,6539444,No
2,6540310,6540748,6540529,No
2,6540250,6541927,6541088,No
2,6542501,6542833,6542667,No
2,6545174,6545177,6545176,No
2,6547290,6547456,6547373,No
2,6549558,6549623,6549590,No
2,6549462,6550381,6549922,No
2,6555559,6555630,6555594,No
2,6555742,6555811,6555776,Yes
2,6557779,6557861,6557820,Yes
2,6610625,6612808,6611716,No
2,6612867,6613061,6612964,No
2,6614672,6614776,6614724,No
2,6631683,6631842,6631762,No
2,6633049,6633422,6633236,No
2,6632532,6635026,6633779,Yes
2,6638404,6639920,6639162,No
2,6650670,6651183,6650926,No
2,6650670,6652161,6651416,No
2,6650670,6652906,6651788,No
2,6649481,6654353,6651917,No
2,6653918,6654039,6653978,Yes
2,6655017,6655175,6655096,Yes
2,6664338,6665901,6665120,No
2,6666048,6666107,6666078,Yes
2,6664338,6668234,6666286,No
2,6666166,6668234,6667200,No
2,6666785,6669340,6668062,No
2,6666166,6670379,6668272,No
2,6668621,6669019,6668820,No
2,6669805,6670379,6670092,No
2,6669805,6670859,6670332,No
2,6678571,6681606,6680088,No
2,6679510,6686537,6683024,No
2,6683761,6684008,6683884,No
2,6679510,6688548,6684029,No
2,6686888,6686955,6686922,No
2,6688048,6688548,6688298,No
2,6687770,6689371,6688570,No
2,6691769,6692301,6692035,Yes
2,6692586,6692985,6692786,Yes
2,6695951,6698949,6697450,Yes
2,6698188,6699346,6698767,No
2,6701368,6702172,6701770,No
2,6701636,6702117,6701876,No
2,6700732,6704652,6702692,No
2,6705418,6705469,6705444,No
2,6705921,6705969,6705945,Yes
2,6709429,6714388,6711908,No
2,6711089,6712841,6711965,No
2,6712189,6712841,6712515,No
2,6713036,6713717,6713376,No
2,6733200,6735005,6734102,No
2,6740850,6741379,6741114,No
2,6741616,6756796,6749206,No
2,6761183,6764214,6762698,No
2,6763858,6764214,6764036,No
2,6765657,6766300,6765978,No
2,6766506,6767430,6766968,Yes
2,6772373,6772412,6772392,No
2,6772598,6776133,6774366,No
2,6776133,6777065,6776599,No
2,6777065,6777531,6777298,No
2,6778266,6778527,6778396,No
2,6785600,6785745,6785672,No
2,6785745,6786065,6785905,Yes
2,6788519,6788811,6788665,No
2,6788352,6789105,6788728,No
2,6788960,6789105,6789032,No
2,6789138,6789805,6789472,No
2,6789138,6790175,6789656,No
2,6788960,6790602,6789781,No
2,6790793,6791180,6790986,Yes
2,6790793,6793356,6792074,Yes
2,6790793,6793356,6792074,No
2,6791180,6793356,6792268,No
2,6791180,6796617,6793898,Yes
2,6793356,6795275,6794316,No
2,6795974,6795977,6795976,No
2,6795977,6796617,6796297,No
2,6793356,6802673,6798014,Yes
2,6795311,6801370,6798340,No
2,6801071,6802479,6801775,No
2,6803416,6803599,6803508,No
2,6803610,6804750,6804180,No
2,6804389,6805055,6804722,No
2,6805149,6806402,6805776,No
2,6806236,6806402,6806319,No
2,6805346,6807863,6806604,No
2,6803798,6810038,6806918,No
2,6805149,6810531,6807840,No
2,6807863,6809072,6808468,Yes
2,6807863,6809072,6808468,No
2,6806452,6812090,6809271,Yes
2,6807863,6810947,6809405,No
2,6810323,6810401,6810362,No
2,6810323,6810401,6810362,No
2,6811224,6812747,6811986,No
2,6812513,6812585,6812549,No
2,6812747,6813088,6812918,No
2,6813522,6813581,6813552,No
2,6816828,6817305,6817066,No
2,6817359,6818345,6817852,No
2,6835954,6836878,6836416,No
2,6837916,6838030,6837973,Yes
2,6838199,6840244,6839222,No
2,6847570,6847688,6847629,No
2,6850135,6850622,6850378,No
2,6849191,6852442,6850816,No
2,6852670,6855531,6854100,No
2,6855531,6856417,6855974,No
2,6858154,6859162,6858658,No
2,6863583,6863757,6863670,No
2,6864130,6866110,6865120,No
2,6865507,6865780,6865644,No
2,6866830,6868042,6867436,No
2,6867565,6867665,6867615,No
2,6867763,6868042,6867902,No
2,6867565,6871944,6869754,Yes
2,6871265,6871673,6871469,Yes
2,6871841,6871944,6871892,No
2,6872092,6872106,6872099,No
2,6870811,6888122,6879466,No
2,6866735,6894363,6880549,No
2,6893755,6895632,6894694,No
2,6897727,6898218,6897972,No
2,6903284,6904759,6904022,No
2,6908911,6910557,6909734,No
2,6913232,6916063,6914648,No
2,6913927,6916378,6915152,No
2,6914788,6915797,6915292,No
2,6915452,6916000,6915726,No
2,6916000,6917795,6916898,Yes
2,6916904,6917795,6917350,Yes
2,6917795,6917861,6917828,No
2,6916155,6920507,6918331,No
2,6935360,6935741,6935550,No
2,6935626,6935675,6935650,Yes
2,6941835,6946909,6944372,No
2,6948911,6948931,6948921,Yes
2,6949037,6950716,6949876,No
2,6949782,6951324,6950553,No
2,6953348,6963968,6958658,No
2,6959586,6959762,6959674,No
2,6960619,6962750,6961684,No
2,6996275,6996466,6996370,No
2,6997465,6998251,6997858,No
2,7001170,7001480,7001325,No
2,7015228,7015718,7015473,Yes
2,7020879,7021115,7020997,No
2,7021115,7021249,7021182,No
2,7020634,7022824,7021729,No
2,7026073,7029286,7027680,No
2,7030416,7030827,7030622,No
2,7031506,7036789,7034148,No
2,7033818,7036810,7035314,No
2,7035179,7037766,7036472,No
2,7038124,7038612,7038368,No
2,7038124,7038612,7038368,No
2,7038124,7040438,7039281,No
2,7039258,7039314,7039286,Yes
2,7043833,7044619,7044226,No
2,7043833,7044619,7044226,No
2,7047500,7048660,7048080,No
2,7047766,7048981,7048374,No
2,7048981,7049289,7049135,No
2,7048981,7050941,7049961,No
2,7049289,7050941,7050115,No
2,7049289,7052490,7050890,No
2,7049444,7052937,7051190,No
2,7052505,7052855,7052680,No
2,7058240,7065074,7061657,No
2,7064795,7064943,7064869,No
2,7066071,7067218,7066644,No
2,7069585,7071472,7070528,No
2,7070974,7071710,7071342,No
2,7080179,7080480,7080330,No
2,7102519,7107182,7104850,No
2,7120052,7125502,7122777,No
2,7123780,7124288,7124034,No
2,7124782,7125502,7125142,No
2,7137598,7146325,7141962,No
2,7157782,7179588,7168685,No
2,7179321,7184366,7181844,Yes
2,7182052,7183735,7182894,Yes
2,7184366,7185656,7185011,No
2,7194929,7195039,7194984,No
2,7196196,7197062,7196629,No
2,7195915,7200418,7198166,No
2,7214564,7214862,7214713,Yes
2,7219497,7219706,7219602,No
2,7220286,7220688,7220487,No
2,7220385,7220957,7220671,No
2,7220286,7222881,7221584,No
2,7221317,7222485,7221901,Yes
2,7221317,7222485,7221901,No
2,7221317,7222881,7222099,No
2,7221317,7222881,7222099,No
2,7228526,7228540,7228533,Yes
2,7237936,7240281,7239108,No
2,7239849,7240281,7240065,No
2,7243130,7243187,7243158,No
2,7244752,7245745,7245248,No
2,7245911,7248541,7247226,Yes
2,7251858,7252168,7252013,No
2,7251858,7252882,7252370,No
2,7251858,7253486,7252672,No
2,7254663,7255221,7254942,No
2,7255221,7255916,7255568,Yes
2,7255221,7255916,7255568,No
2,7257299,7259807,7258553,No
2,7259494,7260605,7260050,Yes
2,7259494,7268142,7263818,No
2,7264863,7269188,7267026,Yes
2,7263215,7275141,7269178,No
2,7266796,7274728,7270762,No
2,7259494,7283849,7271672,No
2,7269188,7274728,7271958,No
2,7275081,7275141,7275111,Yes
2,7275894,7277975,7276934,No
2,7275894,7277975,7276934,No
2,7277127,7277975,7277551,No
2,7277127,7278520,7277824,No
2,7277127,7280543,7278835,No
2,7283213,7284750,7283982,No
2,7284846,7285844,7285345,No
2,7285844,7288403,7287124,No
2,7284846,7289991,7287418,No
2,7289168,7290166,7289667,Yes
2,7289629,7297144,7293386,No
2,7296398,7296588,7296493,No
2,7295228,7299610,7297419,No
2,7297144,7297853,7297498,No
2,7296588,7298542,7297565,No
2,7300145,7300326,7300236,No
2,7300145,7303205,7301675,No
2,7299610,7304478,7302044,No
2,7315469,7316682,7316076,No
2,7332920,7333032,7332976,No
2,7333140,7333152,7333146,No
2,7361245,7361320,7361282,No
2,7359849,7363617,7361733,Yes
2,7361844,7362131,7361988,Yes
2,7362057,7363617,7362837,No
2,7362057,7364314,7363186,No
2,7366414,7367861,7367138,No
2,7367463,7369462,7368462,No
2,7368478,7372694,7370586,No
2,7373978,7374572,7374275,No
2,7374504,7374761,7374632,Yes
2,7376330,7376988,7376659,No
2,7380534,7384932,7382733,No
2,7383154,7384536,7383845,No
2,7383314,7384536,7383925,No
2,7389893,7390399,7390146,No
2,7400818,7403210,7402014,No
2,7402726,7403210,7402968,No
2,7402726,7404716,7403721,No
2,7406012,7406501,7406256,No
2,7407096,7407940,7407518,No
2,7412590,7412958,7412774,No
2,7412958,7413048,7413003,No
2,7413329,7414846,7414088,Yes
2,7415660,7415698,7415679,No
2,7417276,7420612,7418944,No
2,7418953,7420612,7419782,Yes
2,7424354,7424467,7424410,No
2,7465953,7471527,7468740,No
2,7471527,7473578,7472552,No
2,7472646,7472938,7472792,No
2,7479493,7479558,7479526,No
2,7492232,7494198,7493215,No
2,7493286,7494198,7493742,No
2,7497783,7498393,7498088,Yes
2,7498861,7498912,7498886,No
2,7512670,7512844,7512757,No
2,7516745,7517317,7517031,Yes
2,7518792,7521035,7519914,No
2,7520307,7520449,7520378,No
2,7520449,7521601,7521025,No
2,7522123,7523509,7522816,Yes
2,7522997,7523324,7523160,No
2,7523941,7524479,7524210,No
2,7524842,7525492,7525167,No
2,7525009,7525492,7525250,No
2,7523941,7528282,7526112,No
2,7532500,7533305,7532902,No
2,7532784,7533157,7532970,No
2,7563427,7563669,7563548,Yes
2,7569615,7572000,7570808,No
2,7575947,7577618,7576782,No
2,7577762,7578294,7578028,No
2,7579279,7584193,7581736,No
2,7597444,7605306,7601375,Yes
2,7598515,7605306,7601910,No
2,7603914,7607906,7605910,No
2,7606419,7609452,7607936,Yes
2,7609452,7609715,7609584,Yes
2,7631747,7632404,7632076,Yes
2,7633510,7633627,7633568,No
2,7633677,7639502,7636590,No
2,7636620,7636947,7636784,No
2,7636620,7638630,7637625,No
2,7636620,7639324,7637972,No
2,7642750,7642752,7642751,No
2,7659464,7659874,7659669,No
2,7659464,7661502,7660483,No
2,7660019,7662268,7661144,No
2,7661802,7662607,7662204,No
2,7663218,7671184,7667201,Yes
2,7668331,7672103,7670217,No
2,7692482,7692940,7692711,No
2,7693340,7694136,7693738,No
2,7694440,7695356,7694898,Yes
2,7695004,7695356,7695180,Yes
2,7696710,7700834,7698772,Yes
2,7701485,7703172,7702328,No
2,7703567,7705440,7704504,No
2,7710611,7710700,7710656,No
2,7710578,7711808,7711193,No
2,7711877,7712869,7712373,Yes
2,7713178,7713722,7713450,No
2,7714464,7714632,7714548,No
2,7717661,7717811,7717736,Yes
2,7717988,7718133,7718060,No
2,7718900,7720078,7719489,Yes
2,7719672,7720411,7720042,No
2,7722326,7726353,7724340,No
2,7725662,7726474,7726068,No
2,7729721,7730104,7729912,No
2,7740211,7741017,7740614,No
2,7745057,7748465,7746761,No
2,7751956,7753532,7752744,No
2,7752804,7753412,7753108,Yes
2,7752828,7753532,7753180,No
2,7753629,7754773,7754201,Yes
2,7755449,7756013,7755731,Yes
2,7766772,7766942,7766857,No
2,7766802,7769226,7768014,No
2,7766802,7769226,7768014,No
2,7767694,7769226,7768460,No
2,7767694,7769226,7768460,No
2,7767694,7770256,7768975,No
2,7775333,7775349,7775341,No
2,7775378,7785900,7780639,No
2,7809845,7811035,7810440,No
2,7810944,7811035,7810990,No
2,7811520,7811571,7811546,No
2,7811358,7812475,7811916,No
2,7816173,7816815,7816494,Yes
2,7817326,7817967,7817646,No
2,7817326,7818231,7817778,No
2,7817967,7819061,7818514,No
2,7818732,7822963,7820848,No
2,7821113,7822017,7821565,Yes
2,7835580,7835945,7835762,No
2,7836962,7837680,7837321,No
2,7853234,7854788,7854011,No
2,7855828,7858241,7857034,No
2,7857920,7859890,7858905,No
2,7859431,7865993,7862712,No
2,7863514,7863634,7863574,No
2,7865993,7869749,7867871,Yes
2,7872962,7873890,7873426,No
2,7875606,7876129,7875868,No
2,7878955,7879729,7879342,Yes
2,7885528,7886605,7886066,No
2,7889594,7890111,7889852,No
2,7893706,7896753,7895230,No
2,7901221,7902033,7901627,No
2,7901221,7902033,7901627,No
2,7908835,7908850,7908842,Yes
2,7918187,7922113,7920150,No
2,7925883,7926344,7926114,No
2,7926452,7926616,7926534,No
2,7926084,7930205,7928144,No
2,7926084,7932518,7929301,No
2,7931569,7939422,7935496,No
2,7939837,7942269,7941053,No
2,7931569,7951303,7941436,Yes
2,7941821,7942269,7942045,No
2,7944452,7947645,7946048,No
2,7947288,7947437,7947362,Yes
2,7948351,7950566,7949458,No
2,7950571,7951303,7950937,No
2,7955262,7955472,7955367,No
2,7954092,7963466,7958779,No
2,7977444,7977490,7977467,No
2,7984398,7985077,7984738,No
2,7985137,7985807,7985472,No
2,7986203,7986225,7986214,No
2,7994011,7994097,7994054,Yes
2,7994251,7994409,7994330,No
2,7994516,7994837,7994676,No
2,7995274,7996215,7995744,No
2,8011412,8011827,8011620,No
2,8011412,8015098,8013255,No
2,8020875,8021421,8021148,No
2,8047400,8047538,8047469,Yes
2,8047538,8048197,8047868,No
2,8048864,8064047,8056456,No
2,8068606,8070050,8069328,No
2,8079611,8081623,8080617,No
2,8086665,8087307,8086986,No
2,8089573,8090236,8089904,Yes
2,8092421,8092960,8092690,No
2,8094161,8094679,8094420,Yes
2,8094542,8094679,8094610,No
2,8094679,8096605,8095642,No
2,8096964,8097095,8097030,No
2,8097440,8097905,8097672,No
2,8097440,8097905,8097672,No
2,8098212,8098225,8098218,Yes
2,8098399,8098493,8098446,No
2,8098266,8105171,8101718,No
2,8098923,8168728,8133826,Yes
2,8105171,8168512,8136842,No
2,8104251,8169703,8136977,No
2,8104251,8172348,8138300,Yes
2,8168798,8171913,8170356,No
2,8169986,8171913,8170950,No
2,8175687,8175822,8175754,No
2,8183137,8183231,8183184,No
2,8185581,8188814,8187198,No
2,8191496,8197211,8194354,No
2,8191496,8202984,8197240,Yes
2,8199931,8201159,8200545,No
2,8202984,8203175,8203080,No
2,8203175,8207046,8205110,Yes
2,8202274,8208174,8205224,No
2,8206974,8207046,8207010,No
2,8215897,8218778,8217338,No
2,8210931,8232352,8221642,No
2,8228696,8229583,8229140,No
2,8229691,8229936,8229814,No
2,8232352,8233743,8233048,No
2,8238181,8246140,8242160,Yes
2,8243770,8244781,8244276,No
2,8246295,8249710,8248002,Yes
2,8249725,8251286,8250506,No
2,8250599,8250731,8250665,No
2,8250731,8250768,8250750,No
2,8251087,8254632,8252860,Yes
2,8256626,8257758,8257192,Yes
2,8256607,8276189,8266398,No
2,8270244,8276189,8273216,No
2,8275143,8276189,8275666,No
2,8297041,8297226,8297134,Yes
2,8297451,8299158,8298304,No
2,8306141,8307260,8306700,Yes
2,8317927,8318780,8318354,No
2,8319681,8321622,8320652,Yes
2,8319447,8323385,8321416,Yes
2,8324267,8326378,8325322,Yes
2,8329082,8329331,8329206,Yes
2,8329406,8329707,8329556,No
2,8368815,8369041,8368928,No
2,8367977,8373344,8370660,Yes
2,8372138,8372736,8372437,No
2,8372546,8372736,8372641,No
2,8373051,8373440,8373246,No
2,8377435,8396638,8387036,No
2,8400605,8405756,8403180,No
2,8407712,8408513,8408112,No
2,8407712,8409247,8408480,No
2,8409475,8412801,8411138,No
2,8411922,8412801,8412362,No
2,8411922,8413806,8412864,No
2,8423227,8423972,8423600,No
2,8423972,8424089,8424030,Yes
2,8425336,8426887,8426112,No
2,8425638,8426887,8426262,No
2,8444115,8445199,8444657,No
2,8468172,8470188,8469180,No
2,8493678,8495173,8494426,No
2,8501620,8502321,8501970,No
2,8524928,8525670,8525299,No
2,8525670,8526743,8526206,No
2,8541071,8541155,8541113,No
2,8541355,8544873,8543114,No
2,8543145,8544873,8544009,No
2,8546150,8546967,8546558,No
2,8549070,8551940,8550505,No
2,8552787,8553056,8552922,No
2,8553469,8566854,8560162,No
2,8553865,8567408,8560636,No
2,8567182,8567408,8567295,No
2,8575512,8578538,8577025,No
2,8577194,8578164,8577679,No
2,8579283,8580568,8579926,No
2,8580568,8581758,8581163,Yes
2,8586255,8586668,8586462,No
2,8618017,8624117,8621067,No
2,8625787,8631534,8628660,No
2,8631999,8632821,8632410,No
2,8668820,8669144,8668982,No
2,8670448,8672044,8671246,No
2,8676911,8680425,8678668,No
2,8687834,8688619,8688226,Yes
2,8702172,8704744,8703458,No
2,8708928,8709578,8709253,No
2,8711460,8714382,8712921,No
2,8728760,8730717,8729738,Yes
2,8731681,8732361,8732021,No
2,8738821,8743433,8741127,No
2,8781598,8781842,8781720,No
2,8797314,8799925,8798620,No
2,8894639,8896135,8895387,No
2,8896457,8897126,8896792,No
2,8918011,8918760,8918386,No
2,8919880,8921257,8920568,No
2,8930396,8930997,8930696,No
2,8932364,8933040,8932702,Yes
2,8938268,8939575,8938922,Yes
2,8942926,8944345,8943636,No
2,8963881,8963982,8963932,No
2,8983323,8985032,8984178,Yes
2,9008186,9010948,9009567,No
2,9050869,9051153,9051011,No
2,9072376,9072660,9072518,No
2,9081493,9088650,9085072,No
2,9109885,9111470,9110678,No
2,9111214,9111280,9111247,No
2,9119960,9121780,9120870,No
2,9140468,9140877,9140672,No
2,9149629,9149839,9149734,No
2,9157298,9157405,9157352,No
2,9171860,9172570,9172215,Yes
2,9187343,9199751,9193547,No
2,9202912,9204799,9203856,Yes
2,9205242,9205624,9205433,No
2,9214877,9215342,9215110,Yes
2,9214877,9215342,9215110,No
2,9225417,9225638,9225528,No
2,9225551,9225865,9225708,No
2,9226080,9226231,9226156,No
2,9229293,9232544,9230918,No
2,9234194,9234298,9234246,No
2,9235844,9236542,9236193,No
2,9237745,9237928,9237836,No
2,9237745,9241114,9239430,No
2,9247382,9248719,9248050,No
2,9247382,9250261,9248822,No
2,9249552,9261841,9255696,No
2,9256626,9261510,9259068,No
2,9261841,9264977,9263409,Yes
2,9264484,9264977,9264730,No
2,9268918,9272545,9270732,No
2,9286311,9289426,9287868,No
2,9309036,9309114,9309075,No
2,9317480,9317644,9317562,No
2,9317644,9318026,9317835,No
2,9319238,9340061,9329650,No
2,9365212,9366070,9365641,Yes
2,9372067,9373865,9372966,No
2,9374156,9375100,9374628,No
2,9375810,9376888,9376349,No
2,9376888,9378454,9377671,No
2,9378820,9379626,9379223,No
2,9380143,9380354,9380248,No
2,9395785,9403106,9399446,No
2,9403110,9404508,9403809,Yes
2,9423067,9425499,9424283,No
2,9427455,9431991,9429723,No
2,9442929,9444184,9443556,No
2,9465683,9466712,9466198,Yes
2,9469465,9470600,9470032,No
2,9483825,9485486,9484656,No
2,9497585,9514530,9506058,No
2,9511103,9514530,9512816,No
2,9511889,9514172,9513030,No
2,9513869,9514172,9514020,Yes
2,9515829,9518183,9517006,No
2,9514693,9520745,9517719,Yes
2,9518183,9520745,9519464,No
2,9520752,9522856,9521804,Yes
2,9522856,9530829,9526842,No
2,9528928,9530089,9529508,No
2,9533643,9538444,9536044,No
2,9539526,9540935,9540230,No
2,9540169,9540461,9540315,No
2,9540583,9541409,9540996,No
2,9540969,9541253,9541111,No
2,9540935,9546197,9543566,No
2,9546197,9548770,9547484,No
2,9548770,9548963,9548866,No
2,9551753,9553543,9552648,No
2,9549356,9556547,9552952,No
2,9555392,9556493,9555942,Yes
2,9557435,9557675,9557555,No
2,9556583,9559257,9557920,No
2,9557958,9559081,9558520,No
2,9559748,9560400,9560074,Yes
2,9560164,9560400,9560282,No
2,9561733,9562252,9561992,Yes
2,9561424,9564281,9562852,No
2,9567186,9567854,9567520,No
2,9567603,9567627,9567615,No
2,9567281,9568768,9568024,No
2,9568768,9572595,9570682,Yes
2,9575005,9579108,9577056,Yes
2,9577159,9577647,9577403,Yes
2,9579139,9579247,9579193,Yes
2,9582496,9583261,9582878,No
2,9594676,9595151,9594914,No
2,9595411,9598143,9596777,Yes
2,9602207,9605753,9603980,No
2,9604299,9607582,9605940,No
2,9610895,9610982,9610938,No
2,9613042,9613096,9613069,No
2,9617456,9617809,9617632,No
2,9630200,9631580,9630890,No
2,9635809,9637513,9636661,No
2,9638231,9639710,9638970,No
2,9635809,9643451,9639630,No
2,9639710,9643451,9641580,No
2,9644144,9644225,9644184,Yes
2,9643502,9651206,9647354,No
2,9645751,9649576,9647664,No
2,9647883,9649177,9648530,No
2,9647883,9650754,9649318,No
2,9655246,9658700,9656973,No
2,9662293,9664299,9663296,No
2,9667435,9667555,9667495,No
2,9669422,9669616,9669519,No
2,9670002,9670986,9670494,No
2,9670893,9670986,9670940,No
2,9671330,9672030,9671680,No
2,9671376,9673651,9672514,Yes
2,9673651,9674284,9673968,Yes
2,9667013,9683606,9675310,Yes
2,9675534,9675662,9675598,No
2,9675662,9676168,9675915,No
2,9676027,9676168,9676098,No
2,9689719,9689881,9689800,Yes
2,9693808,9694162,9693985,No
2,9690997,9698461,9694729,Yes
2,9693808,9696068,9694938,Yes
2,9698461,9699658,9699060,Yes
2,9701557,9711843,9706700,No
2,9711254,9713253,9712254,No
2,9711843,9713212,9712528,No
2,9713253,9713836,9713544,Yes
2,9713836,9718809,9716322,No
2,9719426,9721563,9720494,No
2,9719842,9721563,9720702,No
2,9719237,9722529,9720883,Yes
2,9721379,9721563,9721471,No
2,9721659,9721843,9721751,No
2,9726381,9733687,9730034,Yes
2,9732329,9732922,9732626,No
2,9733116,9733313,9733214,No
2,9733739,9736146,9734942,No
2,9735408,9735513,9735460,No
2,9742475,9745780,9744128,No
2,9742960,9745780,9744370,No
2,9742960,9747956,9745458,No
2,9752112,9752248,9752180,No
2,9753252,9753421,9753336,Yes
2,9758394,9759631,9759012,No
2,9757239,9762294,9759766,No
2,9760214,9761222,9760718,No
2,9763524,9764473,9763998,No
2,9763249,9766517,9764883,No
2,9775781,9776125,9775953,No
2,9782712,9783348,9783030,No
2,9787863,9787932,9787898,No
2,9788595,9790369,9789482,Yes
2,9808696,9809616,9809156,No
2,9816921,9817489,9817205,No
2,9839752,9840321,9840036,No
2,9840140,9841163,9840652,No
2,9842047,9842639,9842343,No
2,9841163,9844079,9842621,No
2,9844182,9844346,9844264,No
2,9858739,9859106,9858922,No
2,9862490,9863290,9862890,No
2,9868810,9870535,9869672,Yes
2,9878218,9878527,9878372,No
2,9879946,9880004,9879975,No
2,9880398,9881220,9880809,Yes
2,9885505,9894106,9889806,No
2,9893529,9894334,9893932,No
2,9895343,9896719,9896031,No
2,9894106,9900298,9897202,No
2,9895092,9900298,9897695,Yes
2,9894782,9904715,9899748,No
2,9901041,9903034,9902038,No
2,9904076,9904715,9904396,No
2,9903034,9908444,9905739,No
2,9905933,9905997,9905965,No
2,9907001,9907075,9907038,No
2,9907153,9907399,9907276,No
2,9906754,9908063,9907408,No
2,9908444,9908718,9908581,No
2,9918482,9918990,9918736,No
2,9915210,9923118,9919164,Yes
